"","sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Innoculation","Innoculation","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral"
"map00561..Glycerolipid.metabolism","map00561..Glycerolipid.metabolism"," 5451"," 1467"," 5284"," 3965"," 7659"," 4851"," 7258"," 5622","19948","18054","12115","14557"," 5731","11545"," 8349"
"map00562..Inositol.phosphate.metabolism","map00562..Inositol.phosphate.metabolism","1534"," 376","1100","1113","1556","1064","1505","1197","4435","3917","2774","3150","1752","2338","1791"
"map00563..Glycosylphosphatidylinositol..GPI..anchor.biosynthesis","map00563..Glycosylphosphatidylinositol..GPI..anchor.biosynthesis","341"," 74","208","254","305","173","285","178","873","727","530","573","380","442","300"
"map00564..Glycerophospholipid.metabolism","map00564..Glycerophospholipid.metabolism","1289"," 310"," 897"," 958","1515"," 870","1360","1034","3887","3160","2587","2868","1427","2130","1546"
"map00565..Ether.lipid.metabolism","map00565..Ether.lipid.metabolism","357"," 79","192","258","357","198","334","273","980","789","630","738","381","480","406"
"map00571..Lipoarabinomannan..LAM..biosynthesis","map00571..Lipoarabinomannan..LAM..biosynthesis","0","0","0","0","0","0","0","0","2","1","0","1","0","1","0"
"map00572..Arabinogalactan.biosynthesis...Mycobacterium","map00572..Arabinogalactan.biosynthesis...Mycobacterium","1","0","0","0","1","0","0","0","0","0","3","1","0","0","0"
"map00590..Arachidonic.acid.metabolism","map00590..Arachidonic.acid.metabolism","1915"," 592","2452","1604","2399","1546","2155","1599","4972","4450","3310","3470","2031","2958","1951"
"map00591..Linoleic.acid.metabolism","map00591..Linoleic.acid.metabolism"," 63","  8"," 30"," 26"," 49"," 51"," 50"," 47","156","119"," 80","100"," 63"," 74"," 59"
"map00592..alpha.Linolenic.acid.metabolism","map00592..alpha.Linolenic.acid.metabolism"," 561"," 158"," 502"," 498"," 656"," 394"," 583"," 423","1496","1220"," 976"," 965"," 637"," 736"," 556"
"map00600..Sphingolipid.metabolism","map00600..Sphingolipid.metabolism"," 847"," 175"," 552"," 577"," 936"," 441"," 718"," 556","2084","1761","1340","1389"," 924","1063"," 789"
"map00601..Glycosphingolipid.biosynthesis...lacto.and.neolacto.series","map00601..Glycosphingolipid.biosynthesis...lacto.and.neolacto.series","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"map00603..Glycosphingolipid.biosynthesis...globo.and.isoglobo.series","map00603..Glycosphingolipid.biosynthesis...globo.and.isoglobo.series","200"," 47","145","140","163","110","141","121","445","383","354","311","196","252","200"
"map00604..Glycosphingolipid.biosynthesis...ganglio.series","map00604..Glycosphingolipid.biosynthesis...ganglio.series","115"," 33"," 90","104"," 83"," 74"," 97"," 82","316","250","231","213","144","162","115"
"map00620..Pyruvate.metabolism","map00620..Pyruvate.metabolism"," 8615"," 2247"," 7678"," 6312","11055"," 6955","10488"," 8629","28689","25290","17583","20591"," 9452","15717","11682"
"map00621..Dioxin.degradation","map00621..Dioxin.degradation","2","0","0","1","1","1","0","0","1","1","2","0","0","1","0"
"map00622..Xylene.degradation","map00622..Xylene.degradation","143"," 39","128"," 96","198","140","237","181","660","579","368","461","164","379","259"
"map00623..Toluene.degradation","map00623..Toluene.degradation"," 26"," 19"," 62"," 21"," 39"," 31"," 42"," 31","104"," 82"," 94"," 79"," 42"," 76"," 60"
"map00624..Polycyclic.aromatic.hydrocarbon.degradation","map00624..Polycyclic.aromatic.hydrocarbon.degradation","1","0","0","1","1","1","0","0","0","1","2","0","0","1","0"
"map00625..Chloroalkane.and.chloroalkene.degradation","map00625..Chloroalkane.and.chloroalkene.degradation"," 4704"," 1352"," 4928"," 3424"," 6865"," 4531"," 6810"," 5291","18723","17021","11429","13849"," 5142","11001"," 7890"
"map00626..Naphthalene.degradation","map00626..Naphthalene.degradation"," 447"," 162"," 567"," 323"," 511"," 334"," 524"," 373","1348","1218","1045","1037"," 603"," 847"," 611"
"map00627..Aminobenzoate.degradation","map00627..Aminobenzoate.degradation","344","143","475","305","438","273","431","407","967","904","776","719","378","600","410"
"map00630..Glyoxylate.and.dicarboxylate.metabolism","map00630..Glyoxylate.and.dicarboxylate.metabolism"," 6361"," 1594"," 4609"," 4525"," 7274"," 4207"," 6250"," 5230","17143","14158","10821","12198"," 6306"," 8653"," 6723"
"map00633..Nitrotoluene.degradation","map00633..Nitrotoluene.degradation"," 3"," 0"," 1"," 0","13"," 0"," 2"," 0"," 2"," 2"," 4"," 3"," 2"," 3"," 2"
"map00640..Propanoate.metabolism","map00640..Propanoate.metabolism"," 3654"," 1007"," 3058"," 2722"," 4225"," 2648"," 3954"," 3232","10093"," 8766"," 6914"," 7346"," 3948"," 5509"," 4144"
"map00642..Ethylbenzene.degradation","map00642..Ethylbenzene.degradation","164"," 40","139","146","189","102","170","122","464","369","281","299","188","215","172"
"map00643..Styrene.degradation","map00643..Styrene.degradation"," 524"," 125"," 603"," 362"," 670"," 446"," 617"," 500","1864","1642","1219","1337"," 537","1076"," 790"
"map00650..Butanoate.metabolism","map00650..Butanoate.metabolism","2562"," 711","2270","1958","2818","1756","2659","2206","6502","5687","4588","4729","2754","3534","2781"
"map00660..C5.Branched.dibasic.acid.metabolism","map00660..C5.Branched.dibasic.acid.metabolism","341"," 86","208","242","340","214","336","290","828","710","507","616","367","425","302"
"map00670..One.carbon.pool.by.folate","map00670..One.carbon.pool.by.folate"," 968"," 230"," 657"," 687"," 910"," 623"," 858"," 712","2541","2079","1627","1706","1241","1295"," 987"
"map00680..Methane.metabolism","map00680..Methane.metabolism"," 4841"," 1299"," 3726"," 3662"," 4531"," 2571"," 3861"," 3370","10795"," 9334"," 6970"," 7273"," 5829"," 5537"," 4158"
"map00710..Carbon.fixation.in.photosynthetic.organisms","map00710..Carbon.fixation.in.photosynthetic.organisms"," 6702"," 1656"," 5167"," 4882"," 5813"," 3354"," 4798"," 4748","14093","11154"," 8520"," 8586"," 8196"," 6463"," 5041"
"map00720..Carbon.fixation.pathways.in.prokaryotes","map00720..Carbon.fixation.pathways.in.prokaryotes"," 6139"," 1623"," 4375"," 4318"," 6280"," 4024"," 6005"," 5179","15641","13569","10383","11082"," 6743"," 8082"," 6278"
"map00730..Thiamine.metabolism","map00730..Thiamine.metabolism","353"," 90","227","275","340","184","309","257","862","728","552","582","389","479","346"
"map00740..Riboflavin.metabolism","map00740..Riboflavin.metabolism"," 65"," 14"," 35"," 49"," 87"," 39"," 53"," 53","160","187"," 80","112"," 70"," 99"," 69"
"map00750..Vitamin.B6.metabolism","map00750..Vitamin.B6.metabolism","214"," 72","234","230","292","125","222","204","490","420","358","343","252","271","224"
"map00760..Nicotinate.and.nicotinamide.metabolism","map00760..Nicotinate.and.nicotinamide.metabolism","1275"," 257"," 719"," 927","1200"," 579"," 908"," 646","2608","2207","1614","1881","1298","1399","1049"
"map00770..Pantothenate.and.CoA.biosynthesis","map00770..Pantothenate.and.CoA.biosynthesis"," 4505"," 1256"," 4543"," 3294"," 6646"," 4415"," 6625"," 5128","18364","16784","11087","13640"," 4859","10768"," 7699"
"map00780..Biotin.metabolism","map00780..Biotin.metabolism","302"," 73","277","233","386","252","395","300","940","957","691","886","334","765","490"
"map00785..Lipoic.acid.metabolism","map00785..Lipoic.acid.metabolism"," 83"," 20"," 56"," 58"," 88"," 57"," 87"," 66","190","195","122","131"," 65","127"," 87"
"map00790..Folate.biosynthesis","map00790..Folate.biosynthesis"," 469"," 138"," 387"," 371"," 566"," 232"," 361"," 293","1124"," 857"," 722"," 688"," 509"," 557"," 396"
"map00791..Atrazine.degradation","map00791..Atrazine.degradation","20"," 3","21"," 4","18"," 4"," 5"," 6","27","22","20","17","11","16","15"
"map00830..Retinol.metabolism","map00830..Retinol.metabolism"," 489"," 168"," 605"," 365"," 559"," 359"," 561"," 407","1486","1312","1130","1119"," 660"," 892"," 660"
"map00860..Porphyrin.and.chlorophyll.metabolism","map00860..Porphyrin.and.chlorophyll.metabolism","2167"," 488","1614","1449","1948","1503","1939","1494","5033","4422","3791","4381","1782","2598","1813"
"map00900..Terpenoid.backbone.biosynthesis","map00900..Terpenoid.backbone.biosynthesis","1336"," 278"," 898"," 980","1258"," 745","1024"," 887","2955","2456","1824","1979","1194","1355","1089"
"map00901..Indole.alkaloid.biosynthesis","map00901..Indole.alkaloid.biosynthesis","78","13","25","62","76","14","26","25","65","67","41","37","40","23","21"
"map00903..Limonene.and.pinene.degradation","map00903..Limonene.and.pinene.degradation"," 4671"," 1371"," 4905"," 3471"," 6857"," 4541"," 6818"," 5395","18548","16917","11296","13671"," 5055","10842"," 7777"
"map00906..Carotenoid.biosynthesis","map00906..Carotenoid.biosynthesis","1","1","1","3","2","3","4","2","2","3","5","7","4","6","2"
"map00908..Zeatin.biosynthesis","map00908..Zeatin.biosynthesis"," 2"," 0"," 1"," 2"," 3"," 2"," 1"," 3"," 7"," 8"," 4"," 4","10"," 4"," 3"
"map00909..Sesquiterpenoid.and.triterpenoid.biosynthesis","map00909..Sesquiterpenoid.and.triterpenoid.biosynthesis","119"," 25"," 56"," 52"," 82"," 61"," 59"," 68","233","178","113","119"," 96"," 83"," 55"
"map00910..Nitrogen.metabolism","map00910..Nitrogen.metabolism","1512"," 318","1093","1103","1983"," 925","1452","1081","4147","3471","2490","3203","1397","2156","1663"
"map00920..Sulfur.metabolism","map00920..Sulfur.metabolism","4327","1050","3718","3298","5396","3104","3830","3119","9906","9038","6630","7135","4285","6005","4246"
"map00930..Caprolactam.degradation","map00930..Caprolactam.degradation","1058"," 348","1141"," 864","1223"," 733","1131"," 938","2690","2394","1938","1839","1188","1546","1119"
"map00940..Phenylpropanoid.biosynthesis","map00940..Phenylpropanoid.biosynthesis"," 5"," 0"," 3"," 1"," 6"," 4"," 1"," 4","15","13"," 6"," 8"," 4"," 9"," 5"
"map00941..Flavonoid.biosynthesis","map00941..Flavonoid.biosynthesis","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"map00944..Flavone.and.flavonol.biosynthesis","map00944..Flavone.and.flavonol.biosynthesis"," 90"," 25"," 70"," 54"," 73"," 50"," 92"," 43","206","164","134","135","130","105"," 77"
"map00945..Stilbenoid..diarylheptanoid.and.gingerol.biosynthesis","map00945..Stilbenoid..diarylheptanoid.and.gingerol.biosynthesis","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"map00950..Isoquinoline.alkaloid.biosynthesis","map00950..Isoquinoline.alkaloid.biosynthesis","584","129","348","456","611","196","306","353","924","785","600","656","555","470","355"
"map00960..Tropane..piperidine.and.pyridine.alkaloid.biosynthesis","map00960..Tropane..piperidine.and.pyridine.alkaloid.biosynthesis","339"," 70","268","260","285","161","250","307","778","657","487","557","436","402","304"
"map00965..Betalain.biosynthesis","map00965..Betalain.biosynthesis","105"," 20"," 48"," 88","106"," 38"," 56"," 40","134","151","110"," 98"," 73"," 62"," 57"
"map00966..Glucosinolate.biosynthesis","map00966..Glucosinolate.biosynthesis","16"," 7","13","21","21"," 8","19","14","70","48","32","40","21","30","21"
"map00970..Aminoacyl.tRNA.biosynthesis","map00970..Aminoacyl.tRNA.biosynthesis"," 6622"," 1350"," 3315"," 4590"," 5854"," 2726"," 4146"," 3456","12481","10876"," 7325"," 8150"," 7153"," 6141"," 4408"
"map00980..Metabolism.of.xenobiotics.by.cytochrome.P450","map00980..Metabolism.of.xenobiotics.by.cytochrome.P450","1246"," 406","1268"," 836","1534","1129","1650","1222","4506","3923","2904","3343","1344","2488","1910"
"map00981..Insect.hormone.biosynthesis","map00981..Insect.hormone.biosynthesis"," 4255"," 1189"," 4360"," 3102"," 6355"," 4196"," 6283"," 4916","17371","15802","10382","12807"," 4537","10153"," 7273"
"map00982..Drug.metabolism...cytochrome.P450","map00982..Drug.metabolism...cytochrome.P450","1369"," 425","1268"," 948","1711","1106","1640","1205","4451","3885","2856","3308","1375","2460","1887"
"map00983..Drug.metabolism...other.enzymes","map00983..Drug.metabolism...other.enzymes","3418"," 877","2422","2719","3926","1947","3155","2354","8791","7322","5122","5484","4050","4987","3411"
"map00984..Steroid.degradation","map00984..Steroid.degradation"," 8"," 1"," 4"," 7"," 7"," 1"," 4"," 6"," 7","15","12"," 5"," 3"," 6"," 6"
"map00997..Biosynthesis.of.various.secondary.metabolites...part.3","map00997..Biosynthesis.of.various.secondary.metabolites...part.3","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"map00998..Biosynthesis.of.various.secondary.metabolites...part.2","map00998..Biosynthesis.of.various.secondary.metabolites...part.2"," 62"," 12"," 31"," 39"," 63"," 42"," 78"," 58","211","175","126","190"," 39","159","110"
"map00999..Biosynthesis.of.various.secondary.metabolites...part.1","map00999..Biosynthesis.of.various.secondary.metabolites...part.1","17"," 5","10","14","13","19","22","17","54","47","46","39","15","26","32"
"map01040..Biosynthesis.of.unsaturated.fatty.acids","map01040..Biosynthesis.of.unsaturated.fatty.acids","1248"," 312"," 866"," 869","1286"," 799","1362","1034","3176","2923","2239","2254","1379","1789","1399"
"map01051..Biosynthesis.of.ansamycins","map01051..Biosynthesis.of.ansamycins","341"," 76","249","263","330","212","241","203","877","553","442","471","404","345","258"
"map01052..Type.I.polyketide.structures","map01052..Type.I.polyketide.structures"," 6"," 3"," 4"," 5"," 7"," 9","13"," 5","29","28","24","16"," 8","10","14"
"map01053..Biosynthesis.of.siderophore.group.nonribosomal.peptides","map01053..Biosynthesis.of.siderophore.group.nonribosomal.peptides","4","0","1","0","4","2","2","0","3","4","8","3","3","4","2"
"map01054..Nonribosomal.peptide.structures","map01054..Nonribosomal.peptide.structures"," 58"," 10"," 31"," 21"," 56"," 42"," 49"," 49","147","118"," 96"," 95"," 36"," 44"," 52"
"map01055..Biosynthesis.of.vancomycin.group.antibiotics","map01055..Biosynthesis.of.vancomycin.group.antibiotics"," 8"," 2"," 8","12","12"," 6","12","10","34","28","20","23","27","18","14"
"map01056..Biosynthesis.of.type.II.polyketide.backbone","map01056..Biosynthesis.of.type.II.polyketide.backbone","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"map01057..Biosynthesis.of.type.II.polyketide.products","map01057..Biosynthesis.of.type.II.polyketide.products","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"map01059..Biosynthesis.of.enediyne.antibiotics","map01059..Biosynthesis.of.enediyne.antibiotics"," 46"," 17"," 50"," 26"," 85"," 73"," 79"," 69","204","217","150","166"," 35","124"," 98"
"map01200..Carbon.metabolism","map01200..Carbon.metabolism","26055"," 6697","19506","18741","26228","15198","22432","19325","62984","51379","39310","42115","29985","30942","23921"
"map01210..2.Oxocarboxylic.acid.metabolism","map01210..2.Oxocarboxylic.acid.metabolism","3988","1004","2694","2711","3815","2394","3607","3267","9741","8211","6219","6629","4450","4996","3851"
"map01212..Fatty.acid.metabolism","map01212..Fatty.acid.metabolism"," 4327"," 1189"," 3679"," 3294"," 4795"," 3002"," 4669"," 3831","11720","10312"," 8174"," 8473"," 4839"," 6579"," 5055"
"map01220..Degradation.of.aromatic.compounds","map01220..Degradation.of.aromatic.compounds","1329"," 391","1325"," 971","1526"," 932","1489","1109","4067","3586","2679","2893","1548","2350","1683"
"map01230..Biosynthesis.of.amino.acids","map01230..Biosynthesis.of.amino.acids","15906"," 3923","11751","11606","15384"," 8467","12640","11298","36538","30149","22562","23923","18910","17759","13651"
"map01501..beta.Lactam.resistance","map01501..beta.Lactam.resistance","12"," 4","10"," 7","29","10"," 5","13"," 8"," 3"," 9"," 8"," 4"," 7"," 4"
"map01502..Vancomycin.resistance","map01502..Vancomycin.resistance","16"," 3","14","15","20"," 7","31","10","41","60","40","46","17","34","12"
"map01503..Cationic.antimicrobial.peptide..CAMP..resistance","map01503..Cationic.antimicrobial.peptide..CAMP..resistance","151"," 44","130","123","167"," 97","149","109","429","335","282","277","201","237","190"
"map01521..EGFR.tyrosine.kinase.inhibitor.resistance","map01521..EGFR.tyrosine.kinase.inhibitor.resistance"," 4788"," 1188"," 3814"," 3394"," 4907"," 3048"," 4713"," 3621","11564"," 9778"," 7233"," 8062"," 4983"," 6081"," 4513"
"map01522..Endocrine.resistance","map01522..Endocrine.resistance","2067"," 574","1621","1564","2323","1453","2360","1699","6374","5334","3888","4285","2521","3258","2446"
"map01523..Antifolate.resistance","map01523..Antifolate.resistance"," 567"," 123"," 399"," 431"," 604"," 332"," 543"," 418","1596","1278"," 951","1036"," 709"," 806"," 566"
"map01524..Platinum.drug.resistance","map01524..Platinum.drug.resistance","1302"," 387"," 949","1002","1458"," 945","1596","1141","3987","3472","2637","3060","1602","2165","1651"
"map02010..ABC.transporters","map02010..ABC.transporters"," 951"," 234"," 713"," 728","1039"," 544"," 832"," 557","2417","1892","1586","1611"," 946","1231"," 984"
"map02020..Two.component.system","map02020..Two.component.system"," 7853"," 2710"," 7606"," 6661","12090"," 7079","10759"," 8875","18746","16092","12466","13743"," 7322","10589"," 8165"
"map02024..Quorum.sensing","map02024..Quorum.sensing"," 703"," 195"," 426"," 612"," 916"," 466"," 715"," 577","1791","1432","1080","1213"," 759"," 867"," 704"
"map02025..Biofilm.formation...Pseudomonas.aeruginosa","map02025..Biofilm.formation...Pseudomonas.aeruginosa"," 98"," 20"," 94"," 84","123"," 98","126"," 80","429","299","275","276","150","232","178"
"map02026..Biofilm.formation...Escherichia.coli","map02026..Biofilm.formation...Escherichia.coli"," 732"," 230"," 722"," 487"," 768"," 327"," 533"," 571","1392","1192","1082","1030"," 712"," 822"," 591"
"map02030..Bacterial.chemotaxis","map02030..Bacterial.chemotaxis"," 7"," 2"," 3"," 2","12"," 5"," 5"," 2","29","21","11","14"," 3"," 7"," 7"
"map02040..Flagellar.assembly","map02040..Flagellar.assembly","0","0","1","1","2","0","0","0","0","0","3","0","2","0","0"
"map02060..Phosphotransferase.system..PTS.","map02060..Phosphotransferase.system..PTS."," 5"," 0","13"," 2"," 7"," 2"," 4"," 6"," 0"," 2"," 7"," 1"," 1"," 5"," 1"
"map03008..Ribosome.biogenesis.in.eukaryotes","map03008..Ribosome.biogenesis.in.eukaryotes"," 4219","  964"," 2113"," 2992"," 4287"," 2241"," 3619"," 2693","10867"," 9099"," 6342"," 7236"," 4681"," 5194"," 3872"
"map03010..Ribosome","map03010..Ribosome"," 76659"," 21640"," 82027"," 63834"," 91936"," 54310"," 81050"," 62580","181725","152556","118953","124364"," 82993"," 99122"," 71808"
"map03013..RNA.transport","map03013..RNA.transport","36637"," 8564","24910","27488","39517","22380","37414","26417","86149","72931","55352","64566","38204","45535","34092"
"map03015..mRNA.surveillance.pathway","map03015..mRNA.surveillance.pathway"," 7444"," 1630"," 4474"," 5425"," 7649"," 4122"," 6869"," 4902","19356","16499","11627","13728"," 8243"," 9673"," 7336"
"map03018..RNA.degradation","map03018..RNA.degradation"," 6499"," 1458"," 3636"," 4822"," 6420"," 3192"," 5220"," 4301","15408","13044"," 9303","10651"," 7590"," 7502"," 5875"
"map03020..RNA.polymerase","map03020..RNA.polymerase","1667"," 417","1237","1181","1809","1030","1613","1185","5048","4262","3356","3604","2029","2604","1978"
"map03022..Basal.transcription.factors","map03022..Basal.transcription.factors"," 339","  96"," 314"," 259"," 387"," 226"," 388"," 273","1120"," 859"," 741"," 801"," 465"," 627"," 424"
"map03030..DNA.replication","map03030..DNA.replication"," 716"," 164"," 480"," 534"," 582"," 385"," 581"," 426","1543","1314","1090","1116","1294"," 867"," 606"
"map03040..Spliceosome","map03040..Spliceosome","19576"," 4616","12093","14112","20967","10508","17204","13379","51372","44806","31650","34969","20285","26791","20784"
"map03050..Proteasome","map03050..Proteasome"," 5658"," 1316"," 3352"," 4560"," 5556"," 3032"," 4550"," 3632","12466","10281"," 7203"," 8010"," 6546"," 6224"," 4635"
"map03060..Protein.export","map03060..Protein.export"," 4870"," 1137"," 2466"," 3487"," 4343"," 1976"," 3563"," 2885","10521"," 8795"," 6006"," 6784"," 4679"," 5169"," 4164"
"map03070..Bacterial.secretion.system","map03070..Bacterial.secretion.system","302"," 86","181","316","492","222","429","275","969","789","540","704","385","497","375"
"map03320..PPAR.signaling.pathway","map03320..PPAR.signaling.pathway"," 7396"," 1882"," 5913"," 5944"," 7838"," 4124"," 6558"," 5092","17796","14783","11151","11963"," 7060"," 8847"," 7078"
"map03410..Base.excision.repair","map03410..Base.excision.repair","376"," 83","259","282","314","247","313","237","935","703","638","648","582","488","315"
"map03420..Nucleotide.excision.repair","map03420..Nucleotide.excision.repair"," 944"," 251"," 722"," 726"," 924"," 585"," 882"," 621","2563","2081","1794","1847","1263","1359"," 971"
"map03430..Mismatch.repair","map03430..Mismatch.repair"," 485"," 149"," 350"," 362"," 427"," 305"," 414"," 311","1112"," 938"," 842"," 834"," 646"," 668"," 416"
"map03440..Homologous.recombination","map03440..Homologous.recombination","271"," 81","228","220","278","174","284","201","755","609","526","559","422","406","256"
"map03450..Non.homologous.end.joining","map03450..Non.homologous.end.joining"," 50"," 10"," 32"," 44"," 41"," 27"," 56"," 25","126","114"," 80","108"," 68"," 70"," 53"
"map03460..Fanconi.anemia.pathway","map03460..Fanconi.anemia.pathway","198"," 81","117","154","238","152","252","164","699","613","470","493","301","347","277"
"map04010..MAPK.signaling.pathway","map04010..MAPK.signaling.pathway","10444"," 2751"," 7088"," 7613","11173"," 5751"," 9956"," 7983","27837","25042","16802","18705","10502","14804","11691"
"map04011..MAPK.signaling.pathway...yeast","map04011..MAPK.signaling.pathway...yeast","12020"," 2927"," 7882"," 9027","13221"," 7539","11962"," 8802","33044","28185","20051","23557","12736","16811","12749"
"map04012..ErbB.signaling.pathway","map04012..ErbB.signaling.pathway","2226"," 578","1649","1684","2419","1454","2367","1703","6488","5543","4107","4486","2634","3273","2589"
"map04013..MAPK.signaling.pathway...fly","map04013..MAPK.signaling.pathway...fly"," 5431"," 1291"," 3479"," 4193"," 5872"," 2869"," 4788"," 3468","12582","10899"," 7481"," 8530"," 5525"," 6578"," 4965"
"map04014..Ras.signaling.pathway","map04014..Ras.signaling.pathway","12748"," 2879"," 8093"," 9675","13046"," 7114","11859"," 8602","31929","27053","18372","21688","13593","16048","12107"
"map04015..Rap1.signaling.pathway","map04015..Rap1.signaling.pathway","41282"," 8442","20465","31675","37636","19964","30872","27286","98322","81377","49042","57778","40964","42286","31029"
"map04016..MAPK.signaling.pathway...plant","map04016..MAPK.signaling.pathway...plant"," 6423"," 1440"," 3902"," 4644"," 6527"," 3795"," 5953"," 4586","15679","12646"," 9271","10462"," 6712"," 7524"," 5867"
"map04020..Calcium.signaling.pathway","map04020..Calcium.signaling.pathway"," 7567"," 1669"," 4229"," 5537"," 7385"," 4204"," 6934"," 5534","19032","15728","11125","12939"," 7959"," 9160"," 7052"
"map04022..cGMP.PKG.signaling.pathway","map04022..cGMP.PKG.signaling.pathway","11301"," 2554"," 6830"," 8379","11331"," 6347","10589"," 8222","28601","24049","16550","19919","11945","14130","10735"
"map04024..cAMP.signaling.pathway","map04024..cAMP.signaling.pathway","11880"," 2647"," 7506"," 8949","12136"," 6659","11092"," 8618","30049","25506","17377","20917","12580","15009","11347"
"map04062..Chemokine.signaling.pathway","map04062..Chemokine.signaling.pathway"," 8092"," 2055"," 5837"," 6292"," 8691"," 4814"," 7987"," 5781","21718","18808","12634","15038"," 8878","11336"," 8321"
"map04064..NF.kappa.B.signaling.pathway","map04064..NF.kappa.B.signaling.pathway"," 761"," 170"," 449"," 563"," 763"," 439"," 769"," 501","2216","1806","1381","1440"," 833","1069"," 895"
"map04066..HIF.1.signaling.pathway","map04066..HIF.1.signaling.pathway","11728"," 2850"," 8630"," 8466","10757"," 6035"," 9073"," 8015","24322","19897","14945","15814","13535","12051"," 9059"
"map04068..FoxO.signaling.pathway","map04068..FoxO.signaling.pathway"," 4059"," 1112"," 3009"," 2951"," 4872"," 2609"," 3935"," 2921","10715"," 8359"," 6697"," 7159"," 4097"," 5320"," 3950"
"map04070..Phosphatidylinositol.signaling.system","map04070..Phosphatidylinositol.signaling.system"," 5832"," 1144"," 3190"," 4207"," 5580"," 3152"," 5110"," 3868","14205","11863"," 8346"," 9668"," 6149"," 6866"," 5425"
"map04071..Sphingolipid.signaling.pathway","map04071..Sphingolipid.signaling.pathway"," 6985"," 1759"," 5244"," 5319"," 7687"," 4231"," 6895"," 5179","18932","16131","11394","12751"," 7510"," 9677"," 7242"
"map04072..Phospholipase.D.signaling.pathway","map04072..Phospholipase.D.signaling.pathway"," 5536"," 1195"," 3227"," 4163"," 5715"," 2960"," 5109"," 3638","14358","11996"," 8153"," 9510"," 5796"," 6869"," 5265"
"map04075..Plant.hormone.signal.transduction","map04075..Plant.hormone.signal.transduction","18"," 1","10","14","14"," 5","17","18","44","62","23","47","21","26","14"
"map04080..Neuroactive.ligand.receptor.interaction","map04080..Neuroactive.ligand.receptor.interaction"," 75","  6"," 66"," 54"," 68"," 37"," 39"," 37","135","110"," 70"," 89"," 81"," 60"," 36"
"map04110..Cell.cycle","map04110..Cell.cycle"," 4640","  942"," 2353"," 3378"," 4600"," 2428"," 4072"," 3004","11794","10095"," 7106"," 8201"," 5198"," 5569"," 4532"
"map04111..Cell.cycle...yeast","map04111..Cell.cycle...yeast"," 4333"," 1089"," 3271"," 3407"," 4811"," 2879"," 4537"," 3402","11897","10088"," 7639"," 8353"," 5276"," 6227"," 4756"
"map04112..Cell.cycle...Caulobacter","map04112..Cell.cycle...Caulobacter"," 372","  97"," 345"," 318"," 480"," 261"," 393"," 317","1082"," 826"," 699"," 703"," 427"," 626"," 427"
"map04113..Meiosis...yeast","map04113..Meiosis...yeast"," 7300"," 1714"," 4878"," 5303"," 7355"," 4209"," 7008"," 5024","19567","16931","12015","13781"," 8237","10021"," 7501"
"map04114..Oocyte.meiosis","map04114..Oocyte.meiosis","13434"," 2842"," 7482"," 9746","13158"," 7363","12298"," 8905","33562","28466","19807","23455","14060","16348","12727"
"map04115..p53.signaling.pathway","map04115..p53.signaling.pathway","212"," 68","138","160","266","139","281","208","751","571","485","500","276","342","263"
"map04120..Ubiquitin.mediated.proteolysis","map04120..Ubiquitin.mediated.proteolysis","28008"," 6813","22083","22158","29050","14941","23116","17435","67377","55933","40388","44397","25902","33142","25656"
"map04122..Sulfur.relay.system","map04122..Sulfur.relay.system","347","100","340","253","451","268","350","270","980","872","701","697","401","583","433"
"map04130..SNARE.interactions.in.vesicular.transport","map04130..SNARE.interactions.in.vesicular.transport"," 55","  4"," 19"," 43"," 56"," 25"," 56"," 36","126","124"," 88","103"," 55"," 71"," 59"
"map04136..Autophagy...other","map04136..Autophagy...other","1533"," 355"," 882","1057","1488"," 849","1317"," 990","3843","3337","2360","2609","1606","1902","1469"
"map04137..Mitophagy...animal","map04137..Mitophagy...animal","24546"," 5990","19847","19819","25499","12935","20006","14995","58623","48523","34659","37787","22321","28732","22110"
"map04138..Autophagy...yeast","map04138..Autophagy...yeast"," 7991"," 1764"," 4662"," 5855"," 7732"," 4016"," 6866"," 4766","19295","16128","11551","12891"," 8762"," 9383"," 7081"
"map04139..Mitophagy...yeast","map04139..Mitophagy...yeast","1945"," 487","1245","1465","1990","1148","1778","1310","5167","4458","3408","3627","2222","2737","2052"
"map04140..Autophagy...animal","map04140..Autophagy...animal"," 6019"," 1388"," 3894"," 4283"," 6114"," 3546"," 5736"," 4167","15865","13507"," 9695","10773"," 6535"," 8043"," 5999"
"map04141..Protein.processing.in.endoplasmic.reticulum","map04141..Protein.processing.in.endoplasmic.reticulum","24912"," 5833","13690","18019","24051","11916","20768","17002","59149","51616","34565","39232","25822","29925","24729"
