"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL","UA","BAL","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","UA","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL"
"map00310.Lysine.degradation","    494","  17093","     87","     37","    300","  11066","     94","    134","  11078","   3475","    910","    676","    233","     74","    169","    130","     77","    256","    175","     53","     57","    202","     51","    326","    129","  54538","    262","    816","  53249","     82","  63604","     47","  76950","    134","  44227","     44","     19","    269","   4157","    629","    171","    107","    102","   6606","    175","    488","    669","    142","    319","    128","    876","   6659","    315","    315","    212","     54","   1717","    112","  17442","     74","1228130","     49","     95","7472679","    138","    178","1201410","     57","  93790","     18"
"map00380.Tryptophan.metabolism","    574","  16439","     98","     36","    341","  12744","     98","    128","   9943","   2850","   1035","    777","    279","     66","    256","    136","    100","    293","    214","     77","     57","    206","     65","    389","    163","  52787","    326","    816","  55019","    102","  70482","     65","  70384","    161","  34445","     44","     15","    274","   4717","    664","    213","    125","    135","   7626","    196","    567","    818","    185","    311","    153","   1040","   8424","    308","    357","    226","     68","   1402","    137","  20628","    100","1079860","     68","    116","5277064","    173","    228"," 892615","     91"," 114894","     16"
"map01212.Fatty.acid.metabolism","     869","   42725","     244","      44","     561","   19655","     182","     441","   34535","   12279","    1890","    1083","     470","      81","     341","     233","     180","     445","     345","      80","      61","     466","      55","     589","     310","  232165","     422","    1983","  163876","     134","  165079","     112","  198724","     305","  166909","      73","      32","     803","    7464","    1164","     306","     142","     186","   12041","     391","     987","    1305","     274","     527","     243","    1593","   12494","     631","     591","     629","      83","    5192","     198","   39355","     104"," 4200695","      77","     197","33227807","     236","     313"," 3921194","     143","  175352","      37"
"map00020.Citrate.cycle..TCA.cycle.","    1098","   57650","     415","      82","     614","   25946","     244","     652","   51664","   17307","    1573","    1424","     596","     130","     597","     245","     165","     571","     410","     130","      90","     506","      77","     817","     351","  157042","     668","    2559","  215627","     256","  262073","     141","  275468","     385","  280993","     141","      37","     910","    9229","    1604","     356","     220","     238","   16076","     370","    1086","    1695","     338","     602","     266","    1550","   17864","    1014","     722","     644","     122","    8801","     285","   53895","     203"," 6804484","     147","     256","54933366","     296","     373"," 6363599","     196","  233376","      41"
"map00710.Carbon.fixation.in.photosynthetic.organisms","     485","   41025","     311","      34","     284","   12051","     145","     503","   40258","   15689","    1308","     674","     289","      63","     212","     142","      94","     305","     163","      54","      29","     449","      35","     387","     296","  212819","     299","    1834","  158128","     120","  173171","      40","  225823","     197","  226087","      82","      25","     846","    4881","     750","     167","      92","     116","    7469","     286","     471","     939","     163","     286","     149","     900","    8456","     436","     298","     599","      47","    6531","     139","   38881","      83"," 4907472","      76","     126","43582651","     145","     197"," 5451942","      92","  119233","      28"
"map00720.Carbon.fixation.pathways.in.prokaryotes","    1100","   72106","     498","      79","     638","   27658","     244","     900","   70420","   24664","    2203","    1505","     627","     148","     560","     256","     195","     658","     438","     130","      77","     667","      80","     883","     419","  301368","     655","    3146","  277442","     275","  339227","     180","  346891","     456","  389352","     144","      34","    1265","   10209","    1683","     400","     227","     236","   16449","     463","    1223","    1835","     388","     654","     327","    1644","   18414","     743","     818","     836","     128","   10684","     250","   64181","     197"," 8883917","     162","     247","79058073","     339","     401"," 8136215","     179","  250387","      38"
"map01210.2.Oxocarboxylic.acid.metabolism","     873","   46768","     342","      72","     487","   20084","     182","     495","   47486","   17190","    1904","    1092","     470","     134","     400","     205","     138","     461","     361","      77","      59","     590","      71","     616","     311","  261937","     479","    2018","  172532","     198","  222426","      99","  233870","     324","  218336","     101","      32","    1060","    7468","    1254","     354","     115","     186","   11773","     303","     884","    1426","     299","     512","     223","    1316","   14330","     701","     570","     725","      90","    7805","     243","   47407","     145"," 6048942","      96","     198","35749602","     268","     306"," 4455102","     151","  197083","      24"
"map00480.Glutathione.metabolism","     426","   22433","     119","      46","     259","    9958","     114","     175","   21974","    8167","    1203","     569","     215","      42","     187","     132","      79","     246","     130","      37","      42","     309","      49","     271","     113","  169637","     183","    1097","   74335","      80","   85487","      34","  133532","     132","   88397","      36","      24","     430","    3929","     545","     167","      78","     126","    6072","     163","     464","     905","     159","     307","     135","     809","    5159","     484","     305","     392","      33","    3682","     103","   31337","      49"," 2662814","      59","      61","15014732","     127","      99"," 3007025","      52","   79857","      21"
"map00030.Pentose.phosphate.pathway","     764","   47348","     342","      54","     340","   14184","     149","     514","   46118","   18362","    1658","     759","     283","      65","     318","     155","      95","     318","     172","      50","      39","     636","      44","     414","     278","  334955","     235","    1861","  154265","      86","  191913","      69","  244947","     178","  245454","      85","      35","    1106","    5971","    1018","     205","      94","     161","    9472","     297","     581","    1236","     177","     416","     161","     976","    8186","     746","     387","     824","      49","    8656","     127","   46787","      77"," 5835437","      87","     130","46652578","     141","     201"," 5468471","      72","  125416","      21"
"map00140.Steroid.hormone.biosynthesis","    9","  139","    0","    0","    2","   72","    0","    0","   59","    5","    6","   12","    1","    0","    0","    0","    2","    5","    7","    0","    0","    0","    0","    0","    1","  343","    3","    8","  350","    0","  176","    0","  252","    0","   76","    0","    0","    0","   26","    1","   10","    1","    2","   35","    3","    2","    4","    2","    0","    0","   12","   30","    0","    3","    1","    0","    1","    2","  115","    0","  604","    0","    0","30320","    0","    2","  214","    0","  696","    0"
"map00290.Valine..leucine.and.isoleucine.biosynthesis.","     430","   28128","     184","      31","     249","    9668","      66","     287","   31525","   12340","    1171","     551","     264","      71","     173","     110","      61","     237","     185","      40","      30","     396","      28","     322","     202","  142186","     247","    1232","  107912","     111","  135175","      44","  152527","     133","  142226","      51","      17","     762","    3744","     672","     155","      53","     100","    6043","     161","     450","     861","     158","     286","     129","     675","    6855","     489","     280","     532","      46","    5463","     132","   30849","      78"," 4083528","      38","     100","21030165","     121","     152"," 3322252","      59","  101759","      11"
"map00660.C5.Branched.dibasic.acid.metabolism","     247","   15723","     102","      21","     148","    6487","      60","     156","   17132","    6346","     646","     334","     178","      39","     139","      60","      28","     126","     132","      30","      26","     222","      23","     204","     120","   64092","     176","     821","   62406","      67","   78027","      23","   81064","      97","   80215","      30","       5","     369","    2448","     455","     101","      43","      54","    3733","      83","     311","     492","     110","     155","      85","     519","    4917","     231","     198","     263","      32","    2754","      84","   17729","      64"," 2223296","      18","      76","12651230","      82","     111"," 1834971","      34","   65911","       3"
"map00770.Pantothenate.and.CoA.biosynthesis","     396","   28792","     180","      41","     260","    9808","      68","     328","   30038","   11876","    1102","     546","     244","      66","     164","      92","      58","     213","     172","      36","      37","     352","      34","     314","     211","  168860","     257","    1282","  104619","      94","  136413","      42","  148548","     136","  145176","      53","      14","     644","    3863","     706","     156","      55","      97","    6452","     161","     450","     830","     184","     289","     125","     714","    6415","     573","     235","     446","      48","    5714","     122","   28720","      78"," 4174119","      37","      96","25152621","     129","     137"," 3323394","      81","   93925","       7"
"map00360.Phenylalanine.metabolism","    442","  13814","     65","     30","    324","   9167","     84","    125","  10042","   2716","    817","    545","    233","     50","    182","    125","     80","    249","    145","     37","     40","    160","     40","    226","    120","  49496","    182","    600","  49364","     81","  57088","     76","  50090","    126","  42657","     43","     12","    203","   3345","    402","    173","     93","    104","   5450","    148","    449","    618","    155","    232","    126","    870","   6076","    157","    235","    118","     33","   1199","     97","  12872","     66","1093032","     55","     94","8250165","    122","    172"," 705313","     52","  80307","     18"
"map00622.Xylene.degradation","    40","  1227","     8","     1","    33","   809","     7","     3","  1021","   308","   138","    27","    23","     5","    12","    23","    11","    14","    14","     2","     2","    36","     8","    24","    13"," 13319","     4","    52","  4059","     6","  3935","     3","  3154","     8","  3024","     2","     1","    44","   302","    51","     8","     9","    11","   442","     8","    37","    74","    13","    26","    17","   100","   407","    22","    26","    34","     2","   109","    10","  1183","     1"," 55530","     3","     4","441464","    15","    11"," 43255","     4","  6424","     2"
"map00623.Toluene.degradation","    32","   726","     1","     3","    23","   830","     7","     6","   259","    12","    93","    41","    17","     2","    11","     7","     6","    18","     5","     4","     3","     8","     3","    20","     8","  6014","    14","    49","  2118","     7","  1856","     0","  1190","     4","   374","     4","     4","    18","   267","    37","    15","     6","     8","   421","     8","    39","    64","    20","    27","    12","   102","   309","    15","    37","    19","     0","    22","     3","   787","     2","  6789","     6","     9","191472","    12","    10","  1426","     2","  5273","     1"
"map00061.Fatty.acid.biosynthesis","     503","   34884","     220","      30","     264","   10967","     106","     382","   32739","   12574","    1241","     571","     250","      46","     224","     111","     112","     245","     186","      47","      34","     370","      33","     337","     232","  234939","     264","    1555","  138902","      88","  140811","      76","  180815","     201","  167560","      44","      22","     692","    4459","     726","     156","      78","     101","    7015","     241","     555","     803","     142","     319","     125","     817","    7880","     457","     297","     554","      43","    5202","     108","   31500","      70"," 4236645","      52","     122","33054451","     163","     203"," 3844999","      80","  111049","      21"
"map00333.Prodigiosin.biosynthesis","    116","   6940","     37","      7","     83","   2919","     31","     61","   6358","   2299","    290","    108","     56","      8","     57","     24","     39","     55","     43","      8","      7","     84","     13","     84","     45","  47749","     60","    302","  28544","     17","  29003","     10","  37230","     59","  30777","      6","      5","    109","   1146","    185","     41","     17","     28","   1829","     56","    141","    176","     39","     91","     38","    235","   1565","    102","     66","    134","     11","   1032","     19","   6780","     17"," 730343","     13","     22","6598513","     36","     34"," 823522","     23","  24884","      7"
"map00780.Biotin.metabolism","     220","   17026","     132","      19","     138","    5585","      67","     173","   17016","    6035","     606","     257","     124","      27","     110","      54","      68","      92","      95","      20","      15","     198","      13","     153","     108","   94959","     135","     685","   78765","      25","   73926","      33","   96509","     108","   87633","      11","       5","     272","    2295","     392","      76","      34","      58","    3540","     138","     257","     424","      76","     199","      83","     461","    3348","     244","     123","     249","      25","    2398","      51","   17948","      40"," 2016740","      25","      51","20026111","      88","      62"," 2025869","      34","   48477","      18"
"map00523.Polyketide.sugar.unit.biosynthesis","    106","   8848","     59","     20","     56","   2393","     16","     94","   7640","   2882","    284","    145","     58","     15","     40","     34","     10","     50","     39","     16","      8","     79","     10","     66","     71","  54378","     55","    328","  26691","     39","  35192","     22","  40213","     27","  46528","     17","      0","    182","    826","     98","     37","     15","     31","   1716","     53","    100","    167","     24","     67","     22","    121","   2177","    229","     71","     82","     16","   1695","     20","   6811","     15","1060727","     11","     18","8106239","     41","     46"," 803172","     22","  27112","      4"
"map00230.Purine.metabolism","     1584","   115262","      723","      111","      910","    32069","      271","     1265","   120767","    48067","     4202","     1844","      674","      186","      601","      342","      274","      770","      470","      114","       85","     1392","      105","     1068","      676","   828088","      694","     5103","   432465","      273","   515033","      202","   630995","      515","   642981","      150","       38","     2598","    14001","     2254","      541","      217","      334","    22568","      669","     1195","     2783","      407","     1010","      359","     2193","    22999","     1895","      789","     1916","      128","    22417","      345","   119515","      249"," 15733242","      122","      342","118772741","      417","      430"," 15359610","      237","   327498","       53"
"map00362.Benzoate.degradation","    397","  12743","     66","     23","    305","   9804","     79","     90","   7047","   1586","    896","    600","    241","     51","    143","    156","     97","    229","    200","     49","     34","    167","     30","    325","    109","  37083","    218","    661","  39808","     71","  46564","     40","  38627","    122","  25002","     40","      9","    203","   3606","    498","    152","     78","     98","   5622","    176","    471","    580","    141","    248","    153","    890","   5642","    191","    336","    155","     47","    675","    107","  12220","     44"," 608717","     39","     91","4523737","    112","    144"," 545238","     65","  79484","     21"
"map00550.Peptidoglycan.biosynthesis","     601","   60766","     320","      50","     314","   11182","     116","     606","   64774","   27559","    2147","     644","     247","      88","     280","     121","      84","     230","     191","      26","      41","     735","      51","     380","     379","  586066","     253","    2125","  208700","      91","  241009","      74","  306581","     218","  319733","      60","      12","    1295","    5364","    1137","     163","      94","      87","    8132","     299","     477","    1251","     118","     372","     155","     883","    7077","     911","     267","    1102","      49","   11756","     133","   55295","      59"," 8311397","      59","     107","58511238","     149","     121"," 7148652","      62","  115032","      30"
"map00121.Secondary.bile.acid.biosynthesis","     4","   162","     0","     0","     1","   114","     0","     0","    83","    17","    24","     4","     2","     1","     4","     3","     3","     2","     0","     0","     0","     1","     0","     4","     3"," 10477","     0","     2","   397","     2","   429","     0","   680","     2","   324","     2","     0","     2","    69","     1","     0","     0","     2","    47","     0","     0","     2","     9","     0","     0","     8","    61","     1","     1","     2","     2","    18","     1","   804","     0","  5656","     0","     2","230744","     0","     0"," 10870","     0","   716","     0"
"map00590.Arachidonic.acid.metabolism","      7","   1440","      7","      4","     21","    370","      6","     21","   1536","    626","     67","     25","     10","      0","      3","     10","      4","     15","      2","      0","      4","     18","      0","      8","      2","   4381","      6","     53","   9048","      2","   6758","      2","   6136","      3","   9858","      2","      0","     20","    188","     26","     10","      8","     13","    166","     12","     19","     52","      3","      8","      8","     20","    192","      7","     17","     16","      2","    197","      9","    576","      1"," 192934","      0","      1","2192687","      7","      2"," 141376","      1","   2954","      0"
"map00740.Riboflavin.metabolism","     121","    9444","      69","      13","      59","    2507","      30","      98","    9211","    3363","     296","     113","      38","      14","      63","      27","      32","      52","      45","       8","      15","      87","       9","      73","      60","   67436","      52","     416","   39694","      25","   38574","      26","   54590","      27","   49475","      19","       9","     168","    1167","     225","      18","      16","      29","    2089","      62","      83","     228","      21","      64","      30","     176","    1408","     258","      55","     188","      11","    1966","      31","    9537","      23"," 1289046","      21","      20","10604739","      41","      48"," 1426340","      16","   19674","       3"
"map00983.Drug.metabolism...other.enzymes","     294","   21856","     147","      22","     174","    7012","      63","     205","   20788","    8121","     786","     456","     153","      57","     164","      72","      64","     163","     124","      17","      24","     231","      26","     226","     132","  116774","     175","     914","   79826","      62","   94525","      60","  107498","     111","  113324","      42","       9","     434","    2816","     395","     124","      77","      69","    4936","     157","     299","     552","      76","     209","      91","     560","    5096","     350","     168","     347","      29","    4008","      76","   21112","      64"," 2648667","      24","      67","21802255","      97","      94"," 2600047","      66","   70125","       8"
"map00750.Vitamin.B6.metabolism","    160","  10342","     66","      9","     59","   2981","     34","    110","  10054","   3775","    369","    177","     56","     19","     80","     36","     27","     46","     30","     17","     11","    126","      5","    104","     46","  64724","     66","    365","  40373","     45","  39301","     24","  49245","     46","  50703","     12","      2","    223","   1154","    250","     39","     15","     17","   1877","     68","     96","    235","     32","     83","     41","    194","   1926","    154","     73","    131","      3","   1727","     33","   9308","     26","1227833","     15","     21","8853206","     44","     33","1113905","     20","  27016","      2"
"map00232.Caffeine.metabolism","  6"," 28","  0","  0","  0"," 30","  0","  0","  3","  0","  0","  0","  0","  6","  0","  0","  2","  2","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","105","  0"," 87","  0"," 48","  1"," 16","  0","  0","  0","  7","  0","  0","  0","  0","  3","  1","  0","  3","  0","  0","  2","  2"," 19","  0","  0","  0","  0","  2","  0"," 25","  0","266","  0","  0","108","  0","  0"," 37","  2","162","  0"
"map00330.Arginine.and.proline.metabolism","     506","   25874","     141","      39","     344","   12151","     111","     243","   24019","    7808","    1064","     673","     280","      52","     252","     138","      93","     250","     193","      48","      50","     292","      44","     355","     147","   97535","     280","    1042","   88604","     106","  111795","      67","  124635","     197","  112797","      61","      18","     505","    4592","     665","     193","     100","      83","    6924","     209","     498","     882","     188","     313","     146","     899","    7508","     250","     272","     350","      63","    3249","     119","   24603","      97"," 2798279","      61","     124","21594620","     152","     140"," 2418899","      68","  102977","      19"
"map00410.beta.Alanine.metabolism","    264","   8492","     44","     29","    194","   6137","     38","     90","   5402","   1459","    444","    365","    136","     38","    100","     58","     48","    142","     94","     23","     33","     92","     27","    147","     60","  15887","    154","    378","  26153","     40","  34633","     22","  30261","     69","  24946","     30","      9","    130","   2061","    361","    100","     39","     63","   3709","    102","    311","    425","    107","    154","     78","    489","   3315","    172","    129","     74","     24","    902","     69","   6441","     38"," 683348","     32","     58","5270608","     61","     83"," 464585","     41","  46982","      7"
"map00903.Limonene.and.pinene.degradation","    135","   3219","     19","      8","     93","   2857","     19","     31","   1977","    530","    253","    165","     61","     13","     44","     39","     35","     73","     55","     15","     24","     48","     13","     89","     21","   1810","     90","    173","  11960","     22","  14307","     15","  12125","     34","   7944","     14","      7","     43","    988","    125","     51","     16","     30","   1537","     48","    127","    162","     40","     69","     37","    236","   1659","     32","     59","     42","     16","    195","     33","   2843","     21"," 197462","     12","     27","1441098","     40","     49"," 140052","     16","  22861","      3"
"map00981.Insect.hormone.biosynthesis","     52","   1833","     11","      4","     31","   1463","      8","     16","   1548","    474","     82","     90","     38","      6","      9","     12","     11","     35","     29","     11","     14","     32","      9","     41","     14","   1468","     56","    111","   6794","     17","  11033","      3","   9323","     25","   7251","      6","      7","     32","    528","     86","     21","      8","     15","    800","     24","     73","    100","     24","     35","     15","     98","   1070","     14","     23","     21","      9","    180","     16","   1880","     16"," 185751","      9","     14","1424384","     24","     24"," 126282","     12","  13998","      1"
"map00261.Monobactam.biosynthesis","     148","   12968","      87","      12","     124","    4441","      29","     145","   13498","    4858","     490","     224","      99","      26","      91","      39","      32","     107","      73","      23","      13","     119","      14","     124","      59","   67849","     120","     598","   58661","      31","   61976","      16","   68678","      73","   75595","      23","      10","     283","    1909","     328","      87","      28","      43","    2762","      86","     170","     348","      52","     135","      33","     216","    3515","     193","     116","     212","       9","    2293","      54","   13397","      38"," 1805454","      25","      36","14755005","      72","      53"," 1597133","      34","   46832","       8"
"map00250.Alanine..aspartate.and.glutamate.metabolism.","    1116","   73485","     505","      77","     615","   25252","     253","     899","   73024","   27027","    2641","    1397","     643","     173","     518","     291","     207","     669","     446","      97","      76","     845","      86","     861","     445","  503836","     558","    2941","  274902","     272","  335680","     129","  353870","     391","  391842","     125","      34","    1440","    9886","    1568","     426","     210","     243","   16581","     484","     989","    1847","     289","     684","     285","    1743","   17759","    1043","     623","    1115","     103","   13241","     297","   69515","     194"," 9758683","     130","     260","76579455","     344","     358"," 7496571","     199","  250040","      32"
"map00760.Nicotinate.and.nicotinamide.metabolism","     440","   26838","     146","      35","     225","    9096","      77","     271","   25367","    9782","    1076","     481","     193","      66","     186","     116","      68","     233","     141","      28","      39","     292","      32","     235","     131","  166772","     146","    1096","  100004","      77","  105362","      50","  135755","     122","  126492","      32","       8","     549","    3678","     483","     103","      72","      94","    5535","     178","     337","     666","     101","     309","     125","     668","    4977","     356","     196","     417","      28","    4276","      87","   25374","      70"," 3346231","      33","      80","25286674","     105","      92"," 3159837","      48","   76313","      21"
"map00627.Aminobenzoate.degradation","   175","  4408","    21","    11","   112","  3304","    33","    26","  2560","   833","   373","   209","    72","    14","    82","    61","    37","    74","    50","    19","    12","    49","    17","    97","    29"," 33448","    74","   181"," 10676","    33"," 12511","    13"," 15923","    28","  5990","    14","     0","    59","  1246","   156","    73","    31","    34","  1860","    50","   130","   216","    60","    92","    43","   325","  1552","    48","    86","    73","    13","   263","    31","  5574","    15","195641","     6","    31","520090","    35","    83","147992","    16"," 24115","     0"
"map00220.Arginine.biosynthesis","     586","   31216","     201","      46","     269","   11668","     126","     314","   28844","   10592","    1154","     574","     271","      88","     254","     151","     115","     300","     200","      43","      44","     302","      37","     369","     176","  200398","     233","    1187","  107371","     108","  132493","      74","  144927","     180","  145470","      55","      21","     541","    4213","     881","     206","      83","      98","    6789","     201","     427","     773","     155","     286","     107","     842","    7422","     260","     289","     423","      40","    4622","     125","   29716","      69"," 4094075","      53","     116","26122745","     155","     128"," 2971550","     115","  102033","      12"
"map00643.Styrene.degradation","   106","  2892","    23","    13","    54","  2372","    17","    14","  1676","   469","   263","   134","    39","    15","    52","    39","     8","    58","    24","    17","     5","    32","     8","    54","    18"," 21442","    50","   130","  7764","    26","  8583","     9","  9461","    26","  3776","     1","     2","    46","   887","   139","    31","    16","    21","  1272","    26","    79","   121","    44","    56","    26","   185","  1302","    34","    55","    61","     6","   111","    19","  2757","     8"," 88542","    11","    26","264443","    31","    31"," 86369","     9"," 17314","     2"
"map00332.Carbapenem.biosynthesis","     42","   3197","     13","      7","     53","   1064","     16","     35","   3440","   1418","    126","     42","     17","      6","     32","      8","     13","     13","     14","      2","      6","     52","      0","     37","     14","  27490","     30","    128","   8185","      6","  13263","      8","  15703","     11","  12302","      6","      2","     78","    384","     48","     22","      5","      2","    542","     26","     39","     80","     10","     29","     16","     85","    481","     19","     26","     49","      6","    440","     13","   3838","      5"," 391848","      0","     10","1783171","     17","      4"," 380613","      4","   7420","      0"
"map00633.Nitrotoluene.degradation","     16","   2047","     11","      5","     37","    851","      6","     27","   3607","   1005","     95","     49","     24","      4","     20","      6","      7","     32","     13","      2","      0","      7","      1","     19","      7","    322","     10","    106","   9077","      9","  15418","      3","  10397","      3","  17874","      9","      0","     46","    344","     34","      8","      3","      7","    472","     14","     46","     97","     19","     18","     14","     76","    355","     19","     24","     31","      3","    378","      0","   1658","      6"," 438827","      2","      5","3404940","      1","     11"," 462191","      0","   5117","      0"
"map00920.Sulfur.metabolism","     396","   19958","     119","      27","     339","   10418","      84","     148","   16710","    5618","    1178","     609","     266","      69","     203","     119","      95","     281","     167","      35","      45","     277","      21","     277","     135","   82306","     198","     871","   67746","      82","   79184","      40","   95741","     155","   71582","      52","      29","     364","    3990","     577","     148","      71","      95","    5805","     224","     524","     766","     170","     299","     132","     920","    6749","     211","     276","     299","      43","    2199","     110","   20427","      76"," 1940464","      36","      92","11681408","     151","     127"," 1597745","      45","   90693","      44"
"map00440.Phosphonate.and.phosphinate.metabolism","     24","   1647","     10","      4","     25","    614","      9","     33","   1375","    409","     56","     44","     22","      1","     14","      7","      2","     17","      4","      0","      2","      7","      0","     12","      6","   7973","      9","     51","   5736","      2","   5681","      3","   4658","     11","   5516","      2","      6","     22","    204","     42","      4","      9","      6","    387","      5","     19","     43","      7","     33","     14","     76","    278","      9","     16","     18","      2","    211","      5","    761","      2"," 124524","      4","      7","1314299","      6","      6","  97494","      5","   4292","      5"
"map00240.Pyrimidine.metabolism","     867","   78505","     464","      72","     501","   21020","     212","     906","   81680","   31559","    2479","    1204","     501","     124","     392","     196","     159","     481","     340","      88","      68","     860","      74","     692","     491","  572670","     508","    3362","  299999","     229","  356231","     139","  408384","     328","  444397","      97","      28","    1663","    9190","    1455","     318","     141","     222","   14507","     423","     844","    1793","     276","     692","     297","    1347","   16475","    1191","     544","    1156","     101","   14570","     265","   74803","     195","10185218","     121","     210","85233290","     345","     277"," 9626420","     144","  230556","      21"
"map00100.Steroid.biosynthesis","   2"," 118","   1","   0","   0"," 157","   1","   0","  34","   0","   8","   7","   2","   2","   4","   0","   2","   4","   0","   2","   1","   3","   1","   0","   0"," 160","   0","   3"," 372","   2"," 481","   0"," 248","   1","  39","   0","   0","   0","  41","  13","   2","   0","   0"," 132","   2","  10","   3","   0","   0","   2","  12","  89","   0","   2","   0","   1","   3","   2","  93","   0","1205","   2","   4"," 530","   1","   2"," 285","   2","1105","   3"
"map00860.Porphyrin.and.chlorophyll.metabolism","     885","   37260","     211","      43","     382","   13447","     119","     312","   36193","   11016","    1318","     607","     253","      72","     418","     146","     133","     254","     202","      57","      40","     294","      42","     363","     150","   49942","     306","    1581","  111117","      75","  172893","      75","  176226","     189","  169669","      62","      30","     634","    4596","     993","     165","     119","     103","    9311","     216","     536","     920","     179","     311","     159","    1073","    7804","     663","     314","     390","      57","    6275","     128","   22510","      76"," 4956601","      55","     118","32461932","     179","     170"," 4177200","      84","  106439","      21"
"map01053.Biosynthesis.of.siderophore.group.nonribosomal.peptides","     75","   2948","     23","      1","     12","    686","     14","     13","   1918","    847","     81","     14","     10","      2","     60","      5","     13","     13","      4","      1","     17","     18","      4","     29","      5","   6828","      4","     92","   6411","      6","   9546","      9","   8215","      8","   8927","      0","      0","     38","    386","     44","      7","      6","      0","    604","     13","     13","     61","      5","     55","     10","     46","    194","     76","      4","     27","      0","    574","      0","   3084","      5"," 666067","      1","     10","1424019","     10","      2"," 242814","      4","   3393","      0"
"map00361.Chlorocyclohexane.and.chlorobenzene.degradation","    37","  1337","     9","     5","    26","  1050","     8","     6","   860","   187","   168","    61","    21","     3","    19","    12","     5","    18","     7","     8","     2","    24","     1","    28","    14","  5761","    16","    61","  3443","     7","  3062","     1","  2588","    11","  2151","     2","     4","    39","   405","    67","    14","     7","     8","   527","     8","    39","    82","    22","    32","    25","   126","   423","    25","    37","    30","     2","    63","    10","  1005","     0"," 31871","     7","     9","122965","    23","    12"," 29400","     4","  7012","     5"
"map00364.Fluorobenzoate.degradation","  17"," 630","   3","   5","  25"," 670","   6","   3"," 227","   5","  84","  44","  17","   5","   9","   5","   2","  12","   7","   4","   2","  17","   1","  14","  10"," 121","   9","  31","1989","   5","1629","   2"," 951","   5"," 280","   2","   4","  11"," 221","  29","   8","   8","  14"," 332","   7","  38","  58","  14","  22","  13","  93"," 257","  18","  21","  10","   0","  12","   5"," 508","   1","5647","   6","   4","2543","  12","   8","1340","   4","4803","   1"
"map00401.Novobiocin.biosynthesis","     75","   6469","     26","     11","     64","   1910","     15","     83","   7053","   2462","    208","    104","     49","      8","     40","     19","      9","     50","     33","     12","      4","     71","      6","     60","     32","  33002","     41","    255","  25984","     15","  28808","     26","  33186","     55","  36031","      5","      4","    104","    720","     92","     28","     11","     11","   1234","     52","     96","    165","     32","     56","     31","    151","   1621","     69","     47","     65","     10","   1130","     14","   6088","     12","1009335","     13","     33","7096383","     45","     32"," 717359","     16","  19896","      3"
"map00592.alpha.Linolenic.acid.metabolism","   45"," 1127","    3","    1","   33"," 1138","   16","    9","  523","   66","   47","   86","   34","    0","   18","   12","    5","   26","   30","   10","    2","   11","    0","   37","   14","  326","   28","   61"," 4285","    7"," 3832","    6"," 4637","   19","  388","    6","    0","   20","  471","  107","    8","    4","   13","  670","   25","   50","   71","   12","   45","   13","   64","  668","   25","   36","   20","    5","   22","    9"," 1131","    4","16474","    0","    9","23827","    6","   11","10646","   13"," 9117","    2"
"map01040.Biosynthesis.of.unsaturated.fatty.acids","    76","  1523","     6","     2","    26","  1060","    18","    18","  1013","   309","   114","    71","    24","     2","    32","    13","     3","    23","    16","     7","     4","    18","     2","    40","    14","  2375","    19","    63","  4851","     3","  6147","     8","  6225","     5","  3822","     4","     2","    25","   391","    63","    21","    12","    10","   649","    19","    51","    62","     9","    28","     6","    79","   678","    22","    31","    24","     3","   106","    16","  2131","     4","154805","     1","     8","559527","    12","    19","175033","     3","  9289","     3"
"map00190.Oxidative.phosphorylation","    1286","   65040","     441","     149","     761","   28247","     323","     743","   56992","   19964","    2353","    1680","     805","     249","     635","     371","     307","     707","     611","     188","     132","     662","      90","     937","     476","  222412","     667","    2878","  228917","     312","  281105","     179","  308977","     646","  297925","     215","     106","    1263","   10450","    1708","     440","     213","     299","   17968","     535","    1245","    1986","     424","     937","     351","    2198","   19616","    1288","     790","     931","     179","   10089","     313","   54618","     231"," 7182973","     208","     371","56448916","     431","     413"," 6181946","     250","  255223","      65"
