"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL"
"map00332.Carbapenem.biosynthesis","  158"," 1061","  218","  251","  332","  226","   42"," 1585","55938","56170","   97","   33","    8","   11","   44","   37","    8","   18","   13","    1","    0","   21","   22","   24","  133"," 1506"," 1499","   10","   67","  149","   25","    2"," 2306"," 2306","    3","  563","  222","    0","21163","21055","  179","    7","  869","  774","    2","  836","  133","  182","  216","   74","  174","  138","   76","  105","    9","   23"," 1747","   15","    9"," 2027","   12","20830","    9"," 5500"," 5493","    7"," 1112","  438","   24","    0"," 2270"," 2243","  126","    0","  426","  412","   28","  576","  492","    2"
"map00633.Nitrotoluene.degradation","  180","  321","  119","  559","   45","   87","   79","   66"," 3856","17147","   31","   19","   65","    2","    9","   10","    8","    6","    8","    3","    0","   52","    1","   57","   26","   47","   47","    5","   71","  410","   12","    2"," 1848"," 1846","    4","  296","  267","    2","28137","28531","  423","    2","  252","  346","    1","   71","  130","  107","  617","   49","   51","   38","   30","   37","    4","    2","  706","   36","    7"," 1051","    8","12809","    7","  926","  923","   21","  261","  154","   25","    5"," 2355"," 2110","   12","    3","  620","  604","   32","  157","   35","    0"
"map00920.Sulfur.metabolism","  2349","  6015","  2606","  4700","  2372","  2466","  1435","  4364","131687","160226","   393","   304","  1349","    65","   201","   286","   134","    60","   203","    28","    23","  2756","    92","   104","   161","  5675","  5655","    49","  1466","  2834","    89","    19"," 11413"," 11392","    24","  9607","  4362","    30"," 89769"," 83656","  4108","    42","  4327","  5554","    18","  5104","  5375","  3647","  5823","   245","  2276","  1066","   177","   541","    39","    53","  9876","   241","    33","  8209","    71"," 50850","   120"," 18117"," 18086","   118"," 13608","  5409","    87","   102"," 10275","  7293","   771","    29","  5462","  5409","   184","  6170","  2774","    11"
"map00440.Phosphonate.and.phosphinate.metabolism"," 295"," 909"," 480"," 291","  36"," 317"," 112"," 269","3372","3970","   8","  23","  85","   8","  83","   4","  19","   3","  18","   2","   1"," 411","   3","   5","  29"," 590"," 588","   6","  81"," 239","   0","   3"," 577"," 575","   2"," 728"," 593","   1","2635","1241"," 239","   2"," 326"," 600","   0"," 245"," 211"," 281"," 741","   5"," 290","  73","   9"," 134","   4","   0","1316","   8","   1"," 362","   1","1934","   2","1125","1121","   3","2001","1041","   5","   3"," 841"," 161"," 168","   4"," 533"," 533","  33"," 828"," 430","   0"
"map00240.Pyrimidine.metabolism","  2568"," 14326","  4714","  7550","  4634","  3633","  2956"," 28018","897633","953773","  2191","   957","  2014","   120","   543","   509","   305","   426","   349","    94","    75","  4349","   329","   657","  2302"," 28955"," 28900","   149","  2262","  5408","   367","    55"," 75442"," 75389","    87"," 13016","  6118","   116","419410","415562","  7207","   159","  8412"," 11606","    62","  7308","  7114","  4527","  9180","   921","  5576","  5535","  1058","   939","   178","   226"," 18894","   660","   212"," 41507","   199","342305","   402"," 50493"," 50311","   163"," 25426"," 16181","   393","   109"," 65754"," 59194","  3439","    80"," 22389"," 22119","   568","  8639","  4760","    56"
"map00100.Steroid.biosynthesis","  53"," 130","  37","  67","  29","  78","  71","   0","  61","  47","   0","   5","  53","   2","   3","   8","   3","   0","   4","   4","   0","  33","   3","   2","  24","1606","1606","   0","   5","  31","   2","   0","  10","  10","   2","  90","  10","   0"," 178","  49"," 188","   0","  77"," 365","   0","  77"," 144"," 109","  47","   1"," 367","  38","   2","   3","   6","   2"," 470","   0","   3","  28","   1","  42","   2"," 119"," 119","   0"," 217","  64","   1","   0"," 153","  15","   2","   3","   6","   4","   0","  43","   0","   0"
"map00860.Porphyrin.metabolism","  2065","  8924","  6143","  5926","  3804","  4784","  1703","  3385","101352","182901","   370","   378","  1751","    45","   215","   218","   222","    59","   257","    42","    20","  3721","    91","   184","   136","  5998","  5955","   107","  1804","  4053","    91","    29"," 24521"," 24490","    27"," 10913","  4875","    56","140479","133279","  7170","    39","  4403"," 12554","    37","  5597","  7472","  4180","  9519","   308","  2809","  1323","   266","   865","    45","    51"," 14872","   313","    60"," 10462","    82"," 55591","   137"," 30360"," 30336","   116"," 15137","  7249","   124","   128"," 17766"," 12490","   763","    32"," 10000","  9898","   202","  6214","  3025","    27"
"map01053.Biosynthesis.of.siderophore.group.nonribosomal.peptides","  231","  917","  520"," 1110","  603","  958","  352","  544","25690","28079","   12","   74","  188","    4","  123","   32","   19","   19","   57","    0","    1","  463","    6","    4","    9","  400","  377","   64","  147","  835","    9","    3"," 8392"," 8349","    1"," 2008","  680","   11"," 5556"," 4686"," 1362","    1","  906","  998","    7"," 1012"," 1160","  191"," 1293","   12","  837","  203","   37","  121","    4","   11"," 2166","    3","    4","  758","   69"," 3148","    9","55870","55864","   66"," 2670"," 2317","    4","    0"," 1285","  801","   85","    5"," 1449"," 1447","   32","  951","  238","    7"
"map00361.Chlorocyclohexane.and.chlorobenzene.degradation"," 479"," 234","  99"," 918"," 120"," 422"," 229"," 357","1059","5320","   8","   2"," 102","   5","  36","  43","   4","   3","  19","   2","   0"," 112","   1","   7","  54"," 224"," 222","  10","  40"," 222","   8","   2"," 205"," 205","   2"," 891"," 339","   2","2211","1497"," 508","   1","  73"," 357","   6"," 369"," 296"," 276","1146","  10"," 233"," 182","   6","  87","   2","   6","1245","   5","   2"," 488","   8"," 775","  19","1121","1121","   0","1352"," 967","   5","   3"," 518"," 107","  97","   2"," 403"," 403","  32"," 579"," 195","   0"
"map00364.Fluorobenzoate.degradation"," 293","  61"," 105"," 523"," 138"," 236"," 216"," 382","  42","   6","   5","   3","  94","   4","  25","   5","  30","   2","  51","   0","   0","  40","   0","   7","   4","  87","  85","   3","  22"," 221","   5","   1"," 129"," 129","   2"," 832"," 138","   0","1271"," 368"," 591","   1","  30"," 134","   4"," 393"," 219"," 212"," 718","   2"," 321","  77","   2","  61","   2","   4","1093","   3","   4"," 365","   1","  71","  18"," 389"," 389","   0","1092"," 779","   4","   2"," 738","  80","  63","   1"," 259"," 259","  28"," 276","  29","   2"
"map00401.Novobiocin.biosynthesis","  455"," 1251","  435"," 1155","  522","  537","  293"," 2074","51321","51203","   87","   88","  169","    5","   39","   60","   18","   15","   24","   12","    3","  484","   24","   54","  216"," 1148"," 1146","   21","  280","  435","   16","    3"," 3848"," 3839","   10"," 1543","  829","    5","24833","23404","  733","    4","  193"," 1896","    2"," 1231"," 1093","  339"," 1213","   72"," 1289","  198","   48","   63","   11","   16"," 2198","   31","    4"," 2661","   14","12455","   15"," 4428"," 4425","    5"," 2523"," 1137","   22","    1"," 4109"," 3091","  224","    6"," 1413"," 1404","   54"," 1290","  317","    6"
"map00592.alpha.Linolenic.acid.metabolism"," 284"," 715"," 307"," 644"," 176"," 230"," 215"," 149"," 127"," 631","   6","   6"," 238","  10","  28","  31","  46","   0","  21","   6","   3"," 722","   0","  11","  21"," 747"," 747","   8","  34"," 214","   0","   5"," 266"," 263","   1"," 348","  33","   5"," 895"," 211"," 379","   2"," 216","1103","   2"," 542","1149"," 238"," 793","   7"," 497","  67","   5","  52","   4","   7","2094","   2","   3"," 314","   4","   1","   1"," 913"," 911","   4","1142"," 555","   5","   2"," 466"," 190"," 128","   1"," 327"," 327","  50"," 308"," 222","   3"
"map01040.Biosynthesis.of.unsaturated.fatty.acids","  48"," 416"," 377"," 822"," 709"," 193","  28","1011","3525","4072","   4","  13"," 172","  12","  30","  17","  11","   2","   3","   7","   3"," 462","   4","   3","  47"," 791"," 788","   5"," 143"," 241","   3","   6","2149","2148","   3","1062"," 283","   5","3802","2491"," 317","   0"," 458","1298","   2"," 655"," 540","  30"," 812","  13"," 412","  78","   5"," 111","   6","   7","2004","   3","   7"," 668","   3"," 384","   0"," 760"," 756","   7","1645","1080","   5","   8"," 967"," 751"," 125","   0","1141","1136","  60"," 196","  65","   4"
"map00190.Oxidative.phosphorylation","  7034"," 25862"," 17487"," 22484"," 11800"," 15868","  6037"," 25047","719365","776493","  2904","  1639","  5036","   213","   997","   733","   575","   487","   574","   196","   100","  9532","   318","   717","  3035"," 29059"," 28958","   373","  3402"," 12525","   324","   138"," 80171"," 80079","   186"," 30252"," 16043","   218","424659","411788"," 19626","   186"," 19939"," 32559","   116"," 17120"," 27229"," 19602"," 30169","  1233"," 11657","  6535","   960","  2806","   261","   263"," 42975","  1000","   202"," 41900","   371","258126","   446"," 97313"," 97165","   487"," 37615"," 19046","   351","   246"," 78145"," 65979","  4963","   134"," 28214"," 27972","   851"," 16225","  9193","   111"
"map00430.Taurine.and.hypotaurine.metabolism","   489","  3615","   625","   944","   617","  1151","   549","  3156","167295","190874","   374","   218","   477","     9","   191","   120","   111","    53","   132","    10","     8","   572","    48","   119","   507","  4597","  4583","    30","   593","  1542","    77","    17"," 20019"," 20015","    13","  3664","  1811","    27"," 95207"," 94136","  1453","    24","  1592","  1572","    10","  1081","  1817","   703","  2085","   233","  1464","   760","   154","   349","    13","    32","  3731","   114","    49"," 12215","    43"," 78707","    70","  4836","  4815","    22","  4472","  2824","    75","    12","  9340","  7564","   607","    14","  3488","  3443","   114","  1254","   427","     4"
"map00910.Nitrogen.metabolism","  2281"," 11625","  3781","  4243","  3253","  3085","  2069"," 12684","400118","481535","  1381","   537","  1466","    58","   312","   276","   195","   186","   311","    45","    37","  2575","   126","   405","   899"," 11463"," 11404","   100","  1671","  4735","   211","    36"," 53613"," 53581","    62","  9580","  4977","    75","237992","235300","  5971","    83","  5919"," 11138","    22","  4307","  6233","  2833","  6725","   547","  3984","  2642","   499","   708","    99","   110"," 11895","   322","    93"," 27572","   142","145441","   239"," 32236"," 32172","   107"," 12973","  7897","   162","   132"," 37594"," 32580","  2312","    27","  9727","  9609","   383","  6111","  3553","    22"
"map00470.D.Amino.acid.metabolism","   914","  5576","  1630","  1962","  1269","  2060","   883","  6373","296594","304063","   688","   344","   886","    46","   192","   157","   105","   113","   106","    20","    26","  1860","    97","   191","   675","  6596","  6584","    40","   637","  2288","   110","    10"," 17672"," 17648","    22","  4765","  3228","    24","136799","134613","  1684","    52","  2497","  5497","     8","  1866","  2310","  1178","  3068","   325","  1403","  1272","   277","   335","    59","    64","  6497","   126","    48"," 14536","    54"," 84074","   131"," 12281"," 12209","    64","  9092","  5480","   121","    37"," 15789"," 14134","  1069","    22","  5077","  5012","   229","  2766","  1707","    15"
"map00311.Penicillin.and.cephalosporin.biosynthesis","   28","  207","  115","  661","   84","  404","   77","  221","13192","13599","   51","   24","   58","    2","    5","   11","   10","    3","    1","    4","    1","  230","   10","    9","   10","  111","  109","    4","   60","  111","   14","    1","  840","  840","    0","  285","  103","    1"," 3587"," 3337","  993","    2","   90","  218","    2","  201","  276","   36","  516","    8","  362","   99","    3","   36","    1","    1","  492","   10","    2","  364","    6"," 4862","   10","  155","  154","    6","  134","   97","    3","    2"," 1195","  779","   64","    0","  295","  294","    8","  421","  421","    0"
"map00950.Isoquinoline.alkaloid.biosynthesis","  168","  734","  223","  589","  656","  356","  189","  864","12491","14879","   50","   40","  128","   16","   12","   22","   21","   12","   11","   10","    3","  282","   11","   13","   21","  307","  307","   12","   96","  471","   12","    2"," 2547"," 2539","    7","  779","  318","    3","14944","14289","  327","    7","  583","  809","    2","  603","  390","  372","  654","   39","  703","  124","   24","   31","    6","    6"," 1244","   19","    0"," 1230","    5"," 3766","    2"," 1294"," 1290","   13"," 1586","  816","   13","    0"," 2541"," 2381","   26","    3","  742","  737","   38","  503","  162","    0"
"map00960.Tropane..piperidine.and.pyridine.alkaloid.biosynthesis.","  471"," 1478","  391"," 1081","  592","  755","  256"," 1166","16558","20302","   57","   75","  189","   10","   27","   53","   25","    4","   24","    9","    3","  462","   15","   15","   77","  806","  804","   20","  389"," 1284","   17","    2"," 3030"," 3021","    8"," 1445","  745","    5","17067","15395","  516","    5","  380"," 1624","    2"," 1311"," 1258","  599"," 1062","   41"," 1202","  146","   27","   44","    8","    8"," 2242","   18","    5"," 1845","   11"," 4381","   18"," 3261"," 3257","   14"," 2763"," 1225","   16","    0"," 3240"," 2625","  136","    4","  995","  990","   43"," 1310","  575","    4"
"map00908.Zeatin.biosynthesis","   15","  148","    2","  151","   86","   87","   65","  377","11756","12717","   40","    9","   47","    4","    8","   13","    6","    2","   12","    0","    2","  100","    6","    8","   18","  179","  179","    0","    6","  150","    2","    0"," 1002"," 1002","    2","  242","   89","    0"," 4464"," 4551","    2","    2","  319","  333","    0","  443","   22","   10","   79","   15","    4","  110","   11","   22","    3","    4","  409","   14","    2","  760","    2"," 3127","    4","  725","  725","    2","  505","  207","    4","    0","  264","  230","   36","    0","  345","  343","    2","   83","   22","    0"
"map00670.One.carbon.pool.by.folate","   878","  7085","   915","  2677","  1347","  2130","   566","  6435","318303","324231","   621","   248","   555","    43","    99","   172","   111","   102","   121","    20","    22","  2220","    97","   177","   723"," 10008","  9985","    54","   831","  2028","   127","    32"," 44337"," 44323","    30","  4190","  2031","    13","130240","129822","  1747","    65","  2391","  4436","    32","  2904","  3849","  1615","  4303","   293","  2531","  1262","   392","   405","    43","    59","  8557","   189","    68"," 15219","    58"," 96267","   131"," 14492"," 14454","    52"," 10148","  5108","    94","    55"," 24768"," 23831","  1094","    28"," 11768"," 11702","   256","  2681","  1383","    24"
"map00130.Ubiquinone.and.other.terpenoid.quinone.biosynthesis","  606"," 2239"," 1431"," 1401","  766"," 1561","  832"," 2207","35705","49063","   58","  156","  536","    7","   77","  100","  112","   34","   57","   11","   17"," 1167","   15","   40","   50"," 1765"," 1756","   25","  782"," 1711","   18","   12"," 7549"," 7537","   13"," 3712"," 1796","   17","19515","17196"," 2470","   10"," 2417"," 3872","   13"," 1794"," 2178"," 1459"," 1380","   45"," 1498","  321","   41","  161","    8","   23"," 4271","   54","    6"," 2401","   23","10952","   55"," 9076"," 9067","   32"," 5672"," 2884","   22","   14"," 6924"," 4986","  544","   14"," 3511"," 3505","  106"," 1709"," 1005","    4"
"map00450.Selenocompound.metabolism","   843","  6288","  2434","  4197","  1517","  2374","  1307"," 11895","334896","383395","  1037","   375","   926","    40","   221","   177","    75","   118","   107","    34","    16","  1922","   120","   235","  1025"," 13585"," 13566","    60","  1484","  2631","   148","    31"," 27865"," 27835","    53","  5518","  3103","    37","201093","201665","  2155","    60","  3806","  5061","    28","  2951","  2304","  2684","  3795","   456","  2336","  2160","   418","   392","    61","    77","  7161","   257","   100"," 19468","    87","129329","   146"," 20110"," 20038","    81","  8503","  5021","   149","    62"," 29375"," 27769","  1740","    32","  9042","  8949","   357","  3801","  1928","    20"
"map00624.Polycyclic.aromatic.hydrocarbon.degradation","  31"," 249"," 118"," 199","  86"," 248","  21"," 149","   5","  10","   5","  37","  71","   2","   8","  23","   6","  10","   4","   7","   5"," 207","   0","   0","   0"," 111"," 109","   0"," 101"," 493","   4","   2","  85","  84","   0"," 590"," 241","   3"," 172"," 112","  37","   0"," 313"," 612","   1"," 106"," 182","  81"," 629","   0"," 227","  21","   0","  25","   5","   2","1059","   0","   2","  75","   2"," 165","   8"," 293"," 293","   6"," 617"," 106","  10","   0"," 134","   2","  49","   0"," 720"," 720","   0"," 639"," 163","   0"
"map00621.Dioxin.degradation","  32"," 162"," 112","  58","  94"," 122","  69","  66"," 813","2043","   5","  28","  49","   2","   4","  36","   4","   0","   4","   8","   9"," 353","   4","  17","   7"," 286"," 284","   0"," 113"," 447","   3","   0"," 446"," 444","   0"," 317"," 198","   2","3447","2588"," 739","   3"," 208"," 295","   2"," 286"," 385"," 129"," 270","   7","  43","  18","  19","  60","   3","   1"," 473","   0","   2"," 305","   2"," 882","   7"," 342"," 342","   3"," 922"," 608","   6","   4"," 638"," 231","   0","   0"," 631"," 631","   2"," 542","  97","   0"
"map00965.Betalain.biosynthesis"," 51"," 14"," 10"," 25"," 80"," 72","  2"," 58"," 48","190","  0","  4"," 58"," 10","  0","  8","  4"," 12","  9","  4","  0","  0"," 12","  0","  0","  0","  0","  4","  4"," 21","  0","  0"," 12"," 12","  0","218"," 61","  0"," 71"," 15","  0","  2","357","194","  0","  0"," 76"," 26"," 93","  0"," 23"," 29","  0"," 10","  2","  0","214","  0","  0","  2","  0","  0","  2","115","115","  1","354","  3","  0","  0"," 33"," 31","  0","  0","  0","  0","  0"," 40","  0","  0"
"map00591.Linoleic.acid.metabolism","  2","191"," 52","  0","128","  0"," 90","185","  0"," 70","  2","  5"," 62","  0","  2"," 10"," 15","  0","  0","  0","  0","150","  0","  2","  1","  0","  0","  0","  4","  0","  0","  0"," 23"," 23","  0","152"," 11","  0"," 71"," 75"," 67","  0","  7","581","  3","  8","534","143"," 56","  3","300","  0","  4","  0","  0","  0","  0","  0","  2","110","  1","  0","  0","144","144","  0","178"," 85","  0","  0","  2","  0","  0","  0","  0","  0","  0","  7","  7","  0"
"map00909.Sesquiterpenoid.and.triterpenoid.biosynthesis","  7","320","  0","  3"," 81","  0"," 27","  2","  0"," 62","  0","  8","  8","  0","  2","  0","  4","  3","  0","  2","  0","  0","  2","  0","  0"," 90"," 90","  0","  0"," 14","  0","  2"," 28"," 28","  0"," 27","  0","  0"," 70","  0","186","  4"," 60","108","  0","  9"," 74"," 22"," 27","  0"," 10","  0","  0","  2","  0","  0"," 62","  0","  0","  0","  1"," 49","  0","  0","  0","  0","  1","  0","  0","  0","108"," 12","  2","  2","  0","  0","  0","  0","  0","  0"
"map00906.Carotenoid.biosynthesis"," 18","241"," 77","282","  4","131"," 63","125"," 57","137","  0","  5","170","  1"," 24"," 11","  0","  0","  4","  3","  0","  5","  2","  0"," 12","142","142","  7"," 14"," 23","  5","  0","114","113","  1","166","102","  2","141","  0","498","  3"," 72","127","  2"," 10","258","490","400","  5"," 96","  2","  0"," 22","  0","  0","388","  3","  0"," 45","  2","  2","  0","848","848","  8","306","141","  0","  2"," 93"," 60","113","  0","536","536","  7","129","  0","  1"
"map00940.Phenylpropanoid.biosynthesis"," 155"," 600"," 331"," 483"," 149"," 368"," 244"," 250"," 152"," 285","   8","  47","  56","   4","   0","  28","  20","   2","  19","   3","   5"," 199","   0","   0","   2"," 108"," 105","   5","  88"," 811","   0","   0"," 196"," 194","   0"," 345"," 238","   5"," 820"," 167"," 521","   1"," 768"," 321","   6"," 457"," 309"," 298"," 542","  10"," 257","   7","   0","  42","   1","   1","1032","   5","   2"," 337","   0","  46","  11"," 218"," 217","  10"," 834"," 337","   4","   5"," 485"," 107","  55","   3"," 330"," 329","   6"," 556"," 367","   1"
"map00941.Flavonoid.biosynthesis"," 0"," 0"," 0","52"," 0"," 0"," 0"," 0","11","75"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2","11","11"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 2"," 2","11"," 0","33"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","76"," 0"," 6"," 0"," 0"," 0"," 0"," 3"," 3"," 0"," 0","35","35"," 0"," 0","61","61"," 0"," 0"," 0"," 0"
"map00945.Stilbenoid..diarylheptanoid.and.gingerol.biosynthesis."," 0"," 0"," 0","52"," 0"," 0"," 0"," 0","11","75"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2","11","11"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 2"," 2","11"," 0","33"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","76"," 0"," 6"," 0"," 0"," 0"," 0"," 3"," 3"," 0"," 0","35","35"," 0"," 0","61","61"," 0"," 0"," 0"," 0"
"map00460.Cyanoamino.acid.metabolism","  652"," 2041","  748","  891"," 1212"," 1199","  643"," 2464","83284","97364","  494","  168","  550","   26","  164","   67","   60","   48","   64","   12","   14","  680","   36","   62","  367"," 2427"," 2417","   28","  578","  993","   33","   13","10510","10505","   19"," 3345"," 1288","   18","38192","35452"," 1020","   10"," 1596"," 2144","   11"," 1357"," 2234","  943"," 1829","  101"," 1831","  609","  171","  311","   19","   26"," 4070","   99","   28"," 5823","   25","37756","   52"," 6212"," 6199","   42"," 3296"," 1625","   44","   10"," 7103"," 6201","  620","   14"," 4469"," 4450","   94"," 1906","  998","    2"
"map01051.Biosynthesis.of.ansamycins","  260"," 1796","  727"," 1065","  868","  835","  397"," 2815","80727","81645","  235","   93","  257","   12","   49","   68","   34","   39","   32","    7","    5","  121","   21","   42","  132"," 2162"," 2159","   22","  367","  247","   28","   13"," 6758"," 6756","    5"," 1928","  758","   17","41225","40906"," 1294","    8"," 1508"," 1089","    5"," 1300","  874","  766"," 1190","  110","  774","  382","   72","  132","    7","   12"," 2659","   54","   14"," 4215","   31","31307","   30"," 3473"," 3455","    3"," 2018","  950","   29","   17"," 5250"," 4809","  283","   10"," 1936"," 1917","   48","  967","  459","    0"
"map00642.Ethylbenzene.degradation"," 281"," 485"," 502"," 605","  94"," 186"," 146"," 186","  53"," 142","   4","   3"," 156","   7","   7","  16","  46","   0","  21","   6","   2"," 543","   0","   7","   2"," 430"," 430","   5","  29"," 123","   0","   4"," 241"," 238","   0"," 312","  12","   5"," 395"," 127"," 244","   2","   3"," 841","   1"," 468"," 169","  95"," 566","   6","  66","  63","   1","  51","   1","   3","1424","   0","   0"," 195","   3","   1","   1"," 399"," 397","   2"," 871"," 270","   3","   2"," 458"," 185"," 125","   1"," 289"," 289","  30"," 291"," 222","   1"
"map00600.Sphingolipid.metabolism","  315","  956","  329","  787","  460","  697","  296","  911","27238","47704","  124","   76","  326","   13","   64","   29","   12","    6","   39","    9","    3","  383","    9","   10","   61"," 1770"," 1765","   17","  229","  249","   19","    4"," 3766"," 3762","   12"," 1944","  796","   10","18777","17921"," 1454","   17"," 1644"," 2228","    6","  855","  780","  876","  958","   74"," 1286","  256","   32","  197","   12","   14"," 2105","   55","    5"," 1803","   14"," 9620","   18"," 2009"," 1999","    7"," 2311"," 1405","   21","    3"," 4700"," 3900","  283","    6"," 3123"," 3107","   27"," 1749","  743","    1"
"map00540.Lipopolysaccharide.biosynthesis","  985"," 2321"," 1752"," 1647"," 1092"," 1776","  590"," 1927","24968","64386","  180","  136","  457","   15","  134","  112","   91","   30","   99","    3","    9"," 1272","   17","  108","   70"," 1582"," 1576","   17","  529"," 1525","   39","    9"," 2433"," 2429","   16"," 3896"," 2449","   12","43586","41859"," 1754","   14"," 1643"," 3507","   13"," 1998"," 1573","  968"," 2874","   79","  853","  714","   82","  168","   24","   15"," 3371","  122","   27"," 5804","   19","24775","   32"," 2901"," 2890","   28"," 3656"," 1840","   30","   47"," 6926"," 4450","  489","    5"," 4266"," 4240","   92"," 3206"," 2245","   16"
"map00500.Starch.and.sucrose.metabolism","   2081","  13057","   4704","   6565","   3302","   4585","   2228","  23783","1028082"," 978062","   2215","   1250","   2055","    128","    458","    621","    388","    402","    388","     70","     89","   4889","    368","    742","   3187","  87965","  87932","     87","   2468","   5148","    488","     78","  58959","  58913","    113","  11896","   6710","     85"," 644501"," 649081","   4860","    208","   6896","  16787","     44","   6153","   8349","   4972","   8490","   1183","   5089","   5127","   1208","   1389","    196","    306","  15683","    615","    278","  44143","    257"," 511897","    381","  23174","  23014","    114","  21059","  13208","    521","    187","  58686","  52642","   2928","     74","  21355","  20974","    552","   7962","   3908","     78"
"map00601.Glycosphingolipid.biosynthesis...lacto.and.neolacto.series","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map00510.N.Glycan.biosynthesis"," 114"," 439","  29"," 391","   1"," 324","  77"," 141","7257","9338","  13","  16","   6","   7","  29","   8","   3","   7","   6","   6","   5","  21","   3","  28","   2"," 621"," 621","   2","  67","  20","  10","   3","1776","1776","  14"," 218"," 121","   1","3521","3566"," 190","   2"," 263"," 898","   1","  49"," 119"," 157"," 452","   5","  61","  42","  10","  10","   6","   2","  96","   6","   2"," 193","   6","1167","   6","1534","1534","   6"," 535"," 322","   2","   0"," 786"," 608","   1","   3"," 143"," 141","   6","  84","  32","   1"
"map00603.Glycosphingolipid.biosynthesis...globo.and.isoglobo.series","  472","  317","  414","   63","   46","  196","  206","  503","10617","30911","   65","   37","   71","   10","   19","   17","    0","    2","    5","    3","    1","  135","    5","    2","    2","  226","  224","    5","   42","  197","   12","    4"," 1296"," 1294","    6","  555","  438","    9","10580","10614","  230","    7","  618","  811","    3","  378","  371","  549","  476","   21","  258","  194","   14","   66","    8","    8","  960","   27","    3"," 1221","    4"," 1763","   11","  698","  698","    9","  841","  364","   10","    1","  724","  447","  234","    2","  554","  547","   20"," 1290","  637","    0"
"map00514.Other.types.of.O.glycan.biosynthesis","  15"," 156","  97"," 404"," 115","   2","  88"," 158","3848","3254","   0","  47","  83","   0","   0","   0","   0","   2","   0","   1","   1","   0","   1","  12","  10","  12","  12","   1","  38"," 350","   2","   0"," 863"," 863","   0"," 242"," 230","   0","1417","1185"," 257","   0"," 150","  14","   2"," 173"," 127","  42"," 225","   5"," 102","  25","   5","   9","   0","   0"," 290","   3","   0","  10","   1"," 481","   5"," 579"," 579","   0"," 270"," 179","   0","   4"," 171"," 129","  86","   0"," 199"," 199","   2"," 130","  21","   1"
"map00515.Mannose.type.O.glycan.biosynthesis","  14","  78","  17"," 388","   3","   2","  75"," 156","4250","3626","   0","  30","  47","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","  12","  10","  12","  12","   1","  38","   2","   2","   0"," 717"," 717","   0"," 242"," 230","   0","1248","1098"," 115","   0","  44","  14","   0"," 169","  23","  42","  67","   5","   0","  24","   5","   9","   0","   0"," 225","   3","   0","  27","   1"," 343","   3"," 579"," 579","   0"," 191"," 177","   0","   4"," 135","  93","  70","   0","  67","  67","   2"," 111","   2","   1"
"map00532.Glycosaminoglycan.biosynthesis...chondroitin.sulfate...dermatan.sulfate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
