"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL"
"map00630.Glyoxylate.and.dicarboxylate.metabolism","  7920"," 29735"," 18422"," 29490"," 15590"," 25934","  7621"," 22420","622079","660899","  1568","  1695","  6155","   284","   977","   680","   823","   443","   768","   197","   143"," 13307","   238","   570","  1476"," 18633"," 18510","   380","  4504"," 14067","   329","    93"," 77419"," 77316","   168"," 33059"," 16663","   194","340446","324888"," 24853","   189"," 24446"," 31594","   141"," 24410"," 37166"," 25529"," 42385","   980"," 19039","  4918","   980","  3729","   242","   236"," 56993","   711","   252"," 46880","   339","212501","   451","101332","101180","   367"," 39573"," 19418","   322","   387"," 46947"," 31646","  3643","   106"," 27673"," 27480","   941"," 19160"," 10936","   121"
"map00680.Methane.metabolism","  2178"," 14399","  3772","  7847","  4381","  6031","  2560"," 23747","725126","818417","  3685","  1048","  2205","   127","   466","   449","   406","   390","   445","    87","    79","  4444","   220","   713","  3290"," 24711"," 24657","   170","  3288","  4758","   459","    91","118007","117961","   121"," 15036","  9100","   117","529446","532724","  4867","    89"," 11395"," 10238","    62","  7290","  9332","  5795","  9996","  1278","  6847","  5876","   903","  1188","   171","   191"," 15194","   854","   239"," 56253","   217","393933","   433"," 52277"," 52154","   149"," 24138"," 16572","   419","   207","109073","103536","  4071","    71"," 32839"," 32579","   610","  9618","  5093","    45"
"map00280.Valine..leucine.and.isoleucine.degradation.","  2630","  9747","  4049","  8039","  2665","  5034","  2345","  8754","404431","427978","   789","   621","  2252","   150","   365","   342","   318","   212","   364","    81","    48","  4646","   173","   309","   760","  8961","  8930","   100","  1757","  5396","   235","    70"," 41733"," 41693","   133"," 12671","  6395","    63","285332","280997","  5433","    97","  5999","  9085","    36","  6372","  6353","  3860"," 11779","   626","  3336","  2347","   518","   867","   106","   142"," 18033","   514","   154"," 40166","   165","165834","   238"," 30728"," 30640","   145"," 17530","  8221","   224","   176"," 33399"," 27665","  2034","    55"," 13701"," 13557","   358","  7650","  4450","    57"
"map00900.Terpenoid.backbone.biosynthesis","  1108","  4977","  1995","  3611","  1619","  2061","  1355","  4719","227419","240136","   453","   364","   989","    41","   203","   169","   123","    96","   138","    24","    20","  1970","    79","   154","   692","  7094","  7074","    42","  1198","  2915","    94","    27"," 36474"," 36456","    25","  5184","  2798","    28","114644","111246","  3914","    36","  3390","  4883","     9","  2007","  3635","  2781","  6167","   250","  2221","  1200","   310","   470","    42","    71","  6254","   166","    44"," 10887","    51"," 71416","   138"," 19860"," 19817","    76","  9212","  5539","   101","   121"," 30272"," 27465","  1102","    14","  8187","  8118","   170","  2882","  1230","    10"
"map00062.Fatty.acid.elongation","  0","  0"," 55"," 76"," 10"," 51","147","201"," 11"," 12","  0","  0","  3","  4","  1","  8","  0","  1","  0","  2","  0","  0","  0","  0"," 23","158","158","  0","  7","130","  0","  3"," 26"," 24","  1","229","  0","  2"," 25","  1","  0","  1","139"," 48","  0"," 82","  4"," 36","  0","  0","  0"," 36","  0","  2","  0","  0","294","  0","  1","102","  1","  0","  0","194","194","  1"," 25"," 25","  0","  0"," 48","  1","  2","  2","  3","  3"," 35"," 10","  0","  0"
"map00281.Geraniol.degradation"," 516","1383"," 929","2003"," 153"," 590"," 309"," 682"," 411"," 809","  10","  47"," 436","  12","  20","  49","  90","   3","  63","  19","   6","1119","   1","  12","   2"," 737"," 730","  16"," 169"," 797","   2","   7"," 939"," 930","   4","1843"," 792","   9","2295"," 534","1470","   6"," 231","1913","   4","1612","1220"," 649","2033","  21"," 167"," 149","   5"," 120","   4","   7","2785","  12","   4"," 657","   7","  48","  12","1800","1798","  18","2779","1114","  14","  21","1124"," 588"," 320","   6"," 947"," 942","  43","1743","1113","   8"
"map00310.Lysine.degradation","  1504","  6650","  2517","  4218","  1707","  2187","  1390","  5096","375059","364187","   534","   532","  1471","    37","   225","   229","   212","   188","   221","    56","    26","  2807","   142","   179","   623","  5497","  5464","    73","  1182","  3888","   173","    46"," 27913"," 27880","    90","  7072","  3982","    45","181949","178019","  3932","    95","  3776","  4520","    26","  3038","  3536","  2943","  6491","   440","  2899","  1866","   428","   521","    81","   112"," 10554","   316","   128"," 35545","   129","120943","   177"," 33595"," 33516","    93"," 10627","  5547","   133","    91"," 16299"," 13709","  1177","    42"," 11372"," 11274","   233","  4657","  2617","    34"
"map00380.Tryptophan.metabolism","  1766","  7136","  3047","  4679","  2271","  3223","  1681","  5731","376600","377801","   555","   494","  1572","    55","   265","   263","   242","   203","   271","    52","    35","  3015","   128","   185","   640","  7267","  7233","    85","  1078","  4913","   180","    44"," 28181"," 28158","    97","  8185","  4343","    39","184593","181549","  4747","    91","  5805","  6301","    26","  3901","  4826","  4034","  7330","   463","  2479","  2177","   479","   675","    88","   116"," 10373","   213","   134"," 34448","   136","125655","   199"," 32035"," 31955","   108"," 10596","  6101","   141","   168"," 17125"," 13402","  1112","    52","  9031","  8930","   267","  5998","  3101","    37"
"map00020.Citrate.cycle..TCA.cycle.","  2443"," 16241","  5615","  8266","  4390","  6151","  2865"," 18584","993422","951780","  1842","  1267","  2783","   109","   640","   534","   322","   423","   436","    93","    56","  4753","   321","   524","  1750"," 16788"," 16714","   206","  2054","  6222","   393","    88","103271","103201","   130"," 18730"," 10404","   137","419640","414433","  8177","   184","  8160"," 15153","    54","  7534","  9216","  6459"," 10555","  1078","  6812","  3906","  1002","  1458","   169","   236"," 22262","   763","   240"," 52134","   284","305061","   437"," 89000"," 88816","   277"," 26483"," 15435","   349","   123"," 74628"," 67142","  2235","    96"," 24731"," 24512","   592"," 10841","  5641","    56"
"map00710.Carbon.fixation.in.photosynthetic.organisms","  6501"," 31959"," 18463"," 25143"," 16165"," 24574","  6853"," 34991","786189","864782","  4984","  1695","  5351","   242","   976","   738","   846","   625","   580","   172","   142"," 10503","   313","   810","  3881"," 26571"," 26487","   300","  5736"," 10647","   563","   149","149740","149660","   162"," 25495"," 12001","   207","607578","606072"," 22496","   161"," 24866"," 26070","   159"," 20079"," 33894"," 24979"," 37073","  1762"," 13919","  7913","  1054","  3101","   285","   281"," 49040","  1033","   317"," 68169","   340","423709","   644"," 50518"," 50356","   250"," 38407"," 23016","   538","   272","136397","125680","  7194","   121"," 39180"," 38796","  1124"," 13046","  6772","    85"
"map00720.Carbon.fixation.pathways.in.prokaryotes","  2834"," 16609","  4789","  8660","  4336","  7154","  2764"," 18339","630203","882369","  1818","  1051","  2545","    92","   628","   568","   389","   336","   382","    82","    61","  5668","   242","   911","  1570"," 26430"," 26361","   147","  2211","  6792","   426","   107","103675","103622","   106"," 18050"," 10616","   146","502841","500123","  6854","   100","  8908"," 12754","    63","  8460"," 10144","  5149"," 12486","  1163","  8292","  4432","   785","  1381","   199","   164"," 18716","   894","   262"," 43906","   241","388274","   430"," 47112"," 47006","   195"," 26120"," 16205","   435","   173"," 94413"," 87409","  2829","    92"," 32235"," 31974","   569"," 10425","  5246","    78"
"map00480.Glutathione.metabolism","  1948","  7907","  2192","  4274","  1811","  3511","  1248","  6673","260416","283075","   908","   404","   973","    63","   258","   247","   130","   147","   169","    45","    67","  2172","   108","   275","   721"," 15769"," 15755","   100","  1389","  2993","   102","    60"," 17743"," 17726","    76","  8420","  4285","    73","147758","144049","  4062","    50","  5780","  6338","    27","  3279","  3755","  1919","  6398","   422","  4397","  1726","   330","   608","   105","    80"," 10214","   255","    81"," 14001","   110"," 92216","   161"," 18167"," 18106","   108"," 10076","  5311","   154","   133"," 17268"," 12592","  1927","    69","  7969","  7875","   192","  6317","  2759","    54"
"map00030.Pentose.phosphate.pathway","  2366"," 14224","  3945","  7424","  4298","  3909","  2210"," 24573","776213","814421","  3172","   903","  1966","   138","   489","   576","   360","   400","   448","    73","    90","  3923","   251","   642","  3183"," 24405"," 24375","   117","  2920","  4609","   405","   116"," 87409"," 87377","    93"," 11802","  6250","   109","429600","431580","  5767","    95"," 10136","  8869","    43","  6322","  6534","  4545","  8332","  1142","  3752","  5319","   856","   930","   178","   212"," 16460","   600","   243"," 42309","   252","411085","   450"," 31461"," 31331","   127"," 20396"," 12758","   363","   146"," 73463"," 68038","  4239","    72"," 21663"," 21429","   541","  7263","  3855","    39"
"map00140.Steroid.hormone.biosynthesis","  4","  0"," 12"," 52","  9","  0","  0"," 48","  9","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6"," 75"," 75","  0","  3","  0","  0","  1"," 25"," 25","  0"," 89","  0","  0"," 83"," 57"," 19","  0","  3"," 59","  0"," 74"," 21","  7"," 20","  2","  0","  0","  2","  0","  0","  1"," 35","  0","  0","  1","  0","162","  0","211","211","  0"," 10","  1","  0","  0"," 13","  0","  0","  0","244","244","  1","  0","  0","  0"
"map00290.Valine..leucine.and.isoleucine.biosynthesis.","  1663","  9406","  2542","  2867","  2499","  2768","  1655"," 11556","651926","614458","  1234","   615","  1131","    61","   248","   314","   144","   234","   185","    24","    33","  2282","   173","   429","  1597","  9657","  9641","    78","  1427","  2858","   204","    16"," 29242"," 29199","    49","  5852","  3327","    45","170189","168716","  3248","    97","  5752","  6725","    35","  3198","  3857","  3396","  4409","   482","  2674","  3606","   569","   660","   102","   150","  8243","   337","   134"," 28965","   145","264120","   248"," 28742"," 28615","    93"," 11519","  6060","   176","   106"," 24594"," 22392","  2644","    37","  7872","  7739","   360","  4579","  2664","    12"
"map00660.C5.Branched.dibasic.acid.metabolism","  1051","  5963","  1603","  1232","   847","  2102","  1038","  6262","401788","358565","   459","   364","   676","    25","    97","   118","   116","   131","   111","     8","    19","  1433","   113","   250","   907","  3802","  3795","    26","   997","  1844","   114","     7"," 13616"," 13596","    17","  3857","  1683","    27"," 83521"," 81967","  2220","    42","  2678","  4721","    11","  1878","  2151","  1443","  2043","   241","  1513","  1722","   319","   377","    61","    87","  4708","   149","    83"," 14936","    67","161353","   150"," 17123"," 17050","    39","  4948","  3359","   100","    80","  9353","  7946","  1042","    24","  3820","  3738","   205","  2379","  1054","     3"
"map00770.Pantothenate.and.CoA.biosynthesis","  1695","  8627","  3405","  2684","  2380","  3040","  1425","  9436","538430","564955","  1250","   633","  1229","    59","   246","   275","   179","   224","   207","    46","    36","  2098","   195","   398","  1642","  9065","  9049","    58","  1543","  3473","   216","    49"," 31320"," 31280","   107","  7140","  4427","    39","239362","239023","  3538","    79","  5043","  5947","    41","  2296","  4031","  2937","  6099","   599","  2182","  3268","   550","   719","   112","   112","  8517","   355","   140"," 42663","   140","218042","   247"," 21771"," 21652","   113"," 11249","  6917","   186","   129"," 28738"," 26154","  2747","    46"," 11737"," 11573","   332","  4908","  3051","    26"
"map00360.Phenylalanine.metabolism"," 2282"," 5553"," 2824"," 3419"," 2466"," 4587","  898"," 3271","36110","39788","  127","  233"," 1020","   55","  180","  123","  178","   41","  137","   31","   23"," 2985","   23","   50","  174"," 5072"," 5052","   67","  886"," 4200","   31","   16"," 7641"," 7618","   26"," 7328"," 2969","   27","31190","24266"," 4021","   34"," 3160"," 7224","   16"," 4528"," 4237"," 2454"," 5006","   99"," 2884","  566","   90","  561","   23","   33"," 8848","   81","   33"," 4142","   37","14054","   49","10712","10696","   65"," 9352"," 4252","   42","   62","11597"," 7293","  725","   17"," 4918"," 4896","  228"," 4480"," 1795","   15"
"map00622.Xylene.degradation"," 152"," 249"," 251"," 163"," 366"," 148"," 226"," 224","1828","7360","   9","  14"," 262","   3","   5","  51","  33","   0","  42","   4","   4"," 493","   5","  17","  44"," 552"," 552","   7","  33"," 599","   6","   0"," 610"," 606","   0","1019"," 471","   1","5014","4014","1359","   3","  15"," 469","   4"," 377"," 685"," 312","1021","  14"," 131"," 136","  23","  94","   3","   3"," 929","   4","   6"," 549","  14","1745","   7","1597","1596","   6","1076"," 858","   4","  24"," 904"," 278","  78","   1"," 688"," 688","   8"," 588"," 190","   0"
"map00623.Toluene.degradation"," 310"," 190","  45"," 649"," 417"," 229"," 149"," 489"," 255"," 327","   4","   8"," 141","   4","  16","   4","   2","   2","  12","   0","   0","  56","   1","   7","   1"," 170"," 168","   5","  20"," 225","   7","   1"," 237"," 237","   2"," 733"," 269","   0","1369"," 457"," 413","   1","  87"," 175","   6"," 404"," 288"," 202"," 980","   3"," 202","  82","   2","  33","   3","   2","1037","   3","   4"," 470","   2"," 324","  18"," 954"," 953","   8","1146"," 775","   4","  18"," 499","  91","  42","   1"," 373"," 373","  28"," 313","  53","   1"
"map00061.Fatty.acid.biosynthesis","  1610","  5718","  2054","  4741","  1692","  2718","  1585"," 13582","650436","927220","  1094","   700","  1003","    67","   225","   334","   237","   312","   197","    32","    12","  2247","   228","   574","  1753"," 19278"," 19251","    79","  1350","  3470","   205","    33"," 25127"," 25108","    51","  7962","  4276","    40","158397","156085","  4500","   102","  5763","  4718","    20","  2859","  3005","  1931","  4762","   499","  2748","  4417","   728","   634","   154","   169","  9115","   360","   273"," 20802","   211","460127","   325"," 15671"," 15551","    99","  9497","  5573","   290","    76"," 22276"," 19203","  3043","    49"," 12786"," 12620","   401","  4603","  2314","    22"
"map00333.Prodigiosin.biosynthesis","   334","  1217","   562","  1743","   496","   535","   161","  1593","126582","177412","   165","   138","   253","    19","    49","    84","    56","    58","    30","    11","     6","   741","    44","   137","   311","  1395","  1389","    17","   267","   891","    37","     4","  4498","  4497","    18","  2690","  1275","     6"," 29702"," 27915","  1793","    19","   975","  1176","     6","  1036","  1105","   469","  1145","    92","   626","   986","   177","   129","    22","    28","  2157","   107","    50","  3440","    31"," 96714","    79","  2212","  2193","    24","  2218","  1102","    75","    13","  3764","  2981","   446","     6","  3475","  3429","   132","   970","   501","     4"
"map00780.Biotin.metabolism","   697","  2159","  1339","  2456","   657","  2518","   737","  2993","179714","284475","   455","   243","   810","    44","   116","   146","    77","    93","    84","    15","    14","  2007","    67","   223","   466","  3093","  3086","    31","   482","  2265","    76","    19","  7103","  7097","    40","  5514","  3231","    14"," 74788"," 71047","  2465","    38","  2399","  2597","    11","  1537","  1949","   914","  2897","   185","  1199","  1525","   260","   326","    44","    52","  5319","   166","    69","  8547","    59","129706","   124","  6135","  6105","    41","  5289","  3028","    97","    39"," 10183","  8465","  1041","    19","  6722","  6652","   216","  3247","  1478","     5"
"map00523.Polyketide.sugar.unit.biosynthesis","  16683","  94523","  40378","  66762","  38550","  54316","  17214","  20983"," 202555"," 341909","    696","   1561","  10749","    646","   2765","   3058","   1760","    875","   1391","    529","    368","  23727","   1545","    559","   9187"," 240415"," 240055","   1076","   3138","  20381","   2979","    840"," 286487"," 286180","    223","  46504","  24429","    604"," 521239"," 468805","  56580","    872","  90998","  74159","    620","  51036","  83994","  58383","  94008","   1121","  35142","   4017","    720","   7247","    658","   1157","  83145","    462","   1114","  46538","    388","1310234","    354"," 188251"," 188161","   1082","  94743","  65799","    352","   1100","1056898","1039941","  14651","    544"," 204719"," 202910","   2744","  21421","  11681","    353"
"map00230.Purine.metabolism","   3549","  25840","   7938","  11703","   5888","   5839","   4563","  37836","1272916","1308679","   3283","   1470","   3261","    200","    901","    726","    419","    510","    727","    112","    114","   6425","    395","    906","   3593","  36905","  36826","    213","   4251","  10305","    525","    122"," 148745"," 148670","    121","  22328","  10775","    116"," 591458"," 586376","  11848","    199","  12733","  20631","    107","  11104","  10772","   7597","  15921","   1336","   9427","   7122","   1448","   1850","    200","    330","  27603","    836","    260","  54929","    300"," 462031","    538","  88200","  87984","    243","  36871","  22883","    508","    268"," 124726"," 116022","   4562","    134","  46354","  46020","    969","  13863","   7415","     67"
"map00362.Benzoate.degradation"," 2055"," 5015"," 2728"," 3683","  917"," 2278"," 1332"," 2489","17928","34333","   79","  202"," 1135","   39","  187","  152","  191","   41","  191","   45","   16"," 3013","   14","  114","  124"," 3552"," 3528","   54","  367"," 3232","   46","   18","16718","16692","   19"," 5862"," 2790","   28","49690","43999"," 5044","   17"," 1455"," 5242","   22"," 4013"," 4275"," 2633"," 6183","  126"," 2230","  584","  101","  498","   27","   25"," 9091","   65","   25"," 5472","   49","13743","   60","12075","12063","   54","12607"," 8327","   60","   77","20777","16638","  595","   19"," 9198"," 9157","  132"," 5103"," 2656","   17"
"map00550.Peptidoglycan.biosynthesis","   1412","  11155","   3079","   4056","   1833","   2538","   2077","  21941","1068940","1107990","   2719","    899","   1530","     64","    408","    482","    256","    387","    300","     40","     42","   2915","    342","    550","   3332","  23880","  23846","     84","   2318","   4139","    365","     37","  43516","  43491","     54","   8641","   4822","     52"," 359995"," 361410","   4826","    156","   7019","   7955","     22","   6295","   4079","   3921","   7065","    862","   3683","   5155","   1062","    521","    134","    212","   9721","    456","    229","  39084","    207"," 383237","    422","  25159","  24969","     84","  15194","   8588","    394","    162","  37071","  33074","   3058","     46","  11274","  10992","    537","   5978","   3126","     31"
"map00121.Secondary.bile.acid.biosynthesis"," 10","  6","  0","  0","  0","  0","  0","  0","  0","  3","  0","  8","  0","  0","  1","  0","  7","  0","  0","  4","  0","  0","  0","  2","  0","347","347","  0","  0","  0","  0","  1"," 73"," 73","  0"," 21"," 21","  0","  3","  1","316","  0","  0","138","  0"," 39","291","  0"," 71","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0"," 83","  0"," 24","  0","  0","  0","  0"," 13"," 11","  0","  0","154"," 88","  0","  0"," 28"," 26","  0"," 49","  1","  2"
"map00590.Arachidonic.acid.metabolism","  124","  450","  187","   72","    4","   69","  215","  125","10166","11014","  264","   40","  100","    4","    3","   30","    9","   36","   33","   17","   28","  328","   13","   11","   53","   87","   87","   22","   77","    2","    2","   22","  728","  728","   44","  221","  107","   25","10936","10846","  376","    4","  192","  419","    4","  243","  475","  282","  933","   75","  303","  102","   36","   40","   36","   17","  561","   45","   11","  763","   20"," 5009","   13","  332","  329","   19","  544","  452","   25","    9"," 1463"," 1335","   50","   35","  242","  234","    6","  157","   37","   14"
"map00740.Riboflavin.metabolism","  565"," 1524"," 1623"," 1586","  634","  660","  612"," 1821","72737","83553","  248","  129","  355","   10","   20","   83","   61","   43","  109","   10","   13","  909","   19","   68","  211"," 3428"," 3417","   22","  617","  789","   41","    6"," 7964"," 7956","    3"," 2686"," 1744","    9","38739","37693"," 1302","   13"," 1087"," 2114","    7"," 1086"," 1443","  819"," 1376","  104","  830","  495","  103","  226","    9","   10"," 2950","   74","   25"," 5604","   29","26489","   58","11743","11723","   31"," 4052"," 2170","   26","    7"," 5908"," 4980","  266","    5"," 3594"," 3574","   88"," 1600","  903","    8"
"map00983.Drug.metabolism...other.enzymes","   823","  6122","  2030","  3163","   976","  2127","   830","  6595","205082","237136","  1005","   368","   661","    32","   138","   138","   109","    85","   154","    35","    30","  1962","    70","   236","   711","  5123","  5105","    53","   914","  1709","    89","    29"," 33695"," 33680","    54","  5472","  2306","    30","114555","112267","  1821","    33","  3687","  5355","    16","  2499","  2541","  1644","  3868","   305","  3199","  1599","   287","   382","    49","    48","  6590","   214","    49"," 10933","    80"," 92058","    95"," 18899"," 18868","    70","  9704","  6549","    97","    51"," 31854"," 29802","  1151","    34","  8653","  8582","   116","  2935","  1692","    16"
"map00750.Vitamin.B6.metabolism","   502","  2690","   663","   247","   921","  1484","   653","  3739","137104","162773","   595","   253","   382","     7","    38","   111","    70","    40","    33","    14","    10","   867","    38","   110","   282","  2198","  2189","    28","   300","   885","    55","    16"," 10406"," 10399","    12","  2227","   735","    28"," 55608"," 54083","   984","    22","  1585","  4268","     7","  1968","   957","   719","  2155","   165","   746","   929","   146","   156","    29","    39","  2584","    90","    33","  8875","    31"," 45270","    95"," 10324"," 10297","    32","  5764","  3280","    45","    15"," 10913","  9081","   194","    16","  4852","  4817","    80","  1921","  1035","     6"
"map00232.Caffeine.metabolism"," 56","  8","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  1","  0","  0","  0","  0"," 24"," 24","  0","  0","  0","  0","  0","  2","  2","  0"," 97"," 97","  0","269","  1","  0","  0"," 19","178","  0","  0","  0"," 89","140","  0","  0"," 11","  0","  0","  0","  0"," 36","  0","  0"," 10","  0","  0","  0","  0","  0","  0"," 82"," 28","  0","  0","  2","  0"," 29","  0"," 31"," 31","  0"," 26","  0","  0"
"map00330.Arginine.and.proline.metabolism","  1905","  8495","  4552","  6177","  3787","  4678","  1299","  6442","223829","281408","   485","   368","  1279","    88","   321","   292","   160","   104","   258","    64","    32","  3000","   127","   276","   558"," 13742"," 13724","    90","   962","  3223","   173","    56"," 30753"," 30725","    95"," 10703","  5343","    38","229247","226057","  4629","    40","  5157","  8874","    35","  4946","  3354","  5720","  7608","   512","  3580","  1507","   333","   649","    86","    97"," 14642","   199","    85"," 30379","    87"," 65888","   148"," 19444"," 19417","   120"," 11100","  6156","   147","   115"," 23292"," 19095","  1207","    59"," 12626"," 12517","   263","  4820","  3327","    41"
"map00410.beta.Alanine.metabolism","   829","  2642","  1837","  3130","   946","  2448","   436","  1258"," 28610"," 73970","   146","   129","   753","    44","   146","   144","   169","    39","   137","    47","    19","  2495","    56","    46","   143"," 14465"," 14457","    30","   560","  2462","    63","    48","  8536","  8514","    77","  4505","  2076","    16","100303"," 98096","  2215","     8","  2175","  4107","    21","  2511","  2665","  1771","  4087","   229","  1346","   790","   125","   374","    64","    32","  7672","   191","    55"," 19945","    63"," 21153","    74","  4925","  4923","    49","  6332","  3249","    62","    59"," 12271"," 10215","   730","    28","  6892","  6837","    97","  3164","  1623","    33"
"map00903.Limonene.and.pinene.degradation","  279","  864","  786"," 1337","  148","  725","  203","  744"," 9035","54638","  122","   97","  301","   14","   33","   79","   78","   33","   54","   28","   10","  860","   27","   27","   59"," 1167"," 1161","   18","  306","  764","   46","   34"," 2160"," 2155","   68"," 1930","  823","    9","85512","85891"," 1113","    2","  916"," 1623","    7","  903","  967","  615"," 1944","  184","  275","  601","   65","  167","   45","   14"," 2903","   82","   38","17545","   40","17177","   40"," 1790"," 1790","   14"," 2237"," 1182","   49","   32"," 4885"," 4176","  299","   20"," 3473"," 3425","   51"," 1159","  631","   19"
"map00981.Insect.hormone.biosynthesis","  129","  433","  371","  431","  105","  389","  112","  504"," 8693","53970","  118","   80","  132","   10","   21","   58","   37","   30","   41","   19","   10","  515","   27","   24","   59"," 1080"," 1080","    8","  219","  527","   46","   32"," 1652"," 1652","   68","  919","  533","    8","83834","85587","  394","    0","  612","  522","    5","   77","   33","  289","  886","  175","   41","  539","   63","  113","   42","   12"," 1374","   57","   36","17246","   36","17126","   35","  782","  782","   14","  770","  491","   38","   21"," 4380"," 3864","  233","   17"," 2880"," 2837","   27","  255","  220","   13"
"map00261.Monobactam.biosynthesis","   446","  3626","  1061","  1437","   417","   888","   301","  2893","121264","150321","   422","   154","   563","    31","    68","    82","    66","    72","    54","    13","    18","   834","    57","    70","   240","  5364","  5342","    36","   495","  1389","    63","     8"," 15924"," 15909","    19","  3023","  1968","    13"," 59869"," 59716","   950","    19","  1956","  2418","     3","  2280","  1554","   392","  2363","   172","   640","  1018","   151","   190","    40","    26","  3991","   139","    34","  7549","    68"," 44214","    75"," 20842"," 20817","    61","  6263","  3869","    58","    30"," 14308"," 13108","   636","    15","  4089","  4067","   122","  1702","   947","    10"
"map00250.Alanine..aspartate.and.glutamate.metabolism.","   3407","  17825","   5707","   8722","   4014","   4887","   2908","  26959"," 878888","1010837","   2622","   1098","   2670","    119","    588","    560","    406","    343","    566","     92","     71","   5471","    301","    742","   2315","  41347","  41277","    160","   3590","   7105","    371","     79","  92112","  92044","     97","  16812","   8006","    103"," 414274"," 407097","  10363","    161","  10935","  13587","     58","   7482","   9880","   4542","  10823","   1123","   6092","   5534","   1004","   1228","    204","    255","  20138","    667","    218","  43564","    292"," 320507","    461","  63099","  62955","    238","  26631","  16128","    292","    145","  73264","  64424","   3966","     78","  24682","  24476","    796","  10802","   6478","     44"
"map00760.Nicotinate.and.nicotinamide.metabolism","  1103","  7265","  2690","  3430","  2256","  2029","  1342","  5397","229307","228020","   499","   347","  1203","    36","   219","   128","    86","   118","   220","    27","    31","  2264","    75","   161","   528","  7376","  7358","    44","  1196","  3444","   100","    21"," 32145"," 32117","    27","  7848","  4010","    58"," 89632"," 83991","  4859","    40","  3791","  5106","    30","  3216","  4681","  2499","  5612","   244","  2101","  1709","   315","   480","    40","    60","  8577","   203","    55"," 10588","    66"," 94241","   128"," 15095"," 15051","    97","  9664","  4437","   113","    72"," 22025"," 18819","   650","    32","  8675","  8593","   296","  4310","  2064","    17"
"map00627.Aminobenzoate.degradation","  506"," 1587","  913"," 1605","  912","  881","  349"," 1366","32040","29626","   48","   92","  388","   22","   55","   67","   35","   11","   59","    8","    2","  637","   18","   19","   67"," 1697"," 1691","   30","  404"," 2393","   19","    6"," 3102"," 3098","    1"," 1936","  791","    6","12728","10556"," 1115","    6"," 1243"," 2425","   13"," 1468"," 2344","  896"," 1318","   46"," 1283","  236","   47","  216","   10","   11"," 2753","   18","   17"," 3334","    5","10086","   25"," 3124"," 3106","   18"," 2839"," 1540","   13","   82"," 2601"," 1172","  318","    6"," 1787"," 1782","   37"," 1476","  795","    7"
"map00220.Arginine.biosynthesis","  1665","  9735","  3920","  3970","  1816","  2389","  1632"," 12971","346194","404064","  1399","   595","  1415","    66","   289","   279","   192","   166","   181","    55","    29","  2979","    91","   365","  1183"," 10641"," 10619","    62","  1325","  3189","   175","    25"," 41548"," 41514","    60","  7459","  4120","    50","195919","193331","  6382","    58","  5250","  8002","    21","  3974","  5811","  2188","  6809","   560","  3991","  2454","   435","   660","   108","    81"," 10793","   332","    86"," 25014","   139","171849","   166"," 24003"," 23949","    82"," 11064","  6831","   164","   110"," 30348"," 26047","  2129","    27"," 10283"," 10161","   393","  5623","  3940","    23"
"map00643.Styrene.degradation","  517"," 1039","  753","  752","  746","  832","  116","  583","13108","14983","   31","    4","  227","    3","   37","   77","   29","   12","   30","    3","    0","   76","    3","    3","   64"," 1402"," 1400","   17","  173"," 1018","   18","    4"," 3797"," 3793","    1"," 1140","  646","    2"," 3670"," 3334","  820","    3"," 1051"," 1212","    3","  671","  739","  621"," 1171","   36","  868","  266","   26","  138","    5","    9"," 1573","   25","   11"," 1354","   12"," 4907","   18"," 2458"," 2452","   10"," 1150","  514","   12","   20"," 3607"," 2181","  318","    7"," 1093"," 1086","   59"," 1341","  751","    4"
