"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL","UA","BAL","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","UA","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL"
"map00061.Fatty.acid.biosynthesis","  1610","  5718","  2054","  4741","  1692","  2718","  1585"," 13582","650436","927220","  1094","   700","  1003","    67","   225","   334","   237","   312","   197","    32","    12","  2247","   228","   574","  1753"," 19251","    79","  1350","   205","    33"," 25108","    51","  4276","    40","156085","  4500","   102","  5763","  4718","    20","  2859","  3005","  1931","  4762","   499","  2748","  4417","   728","   634","   154","   169","  9115","   360","   273"," 20802","   211","460127","   325"," 15551","    99","  5573","   290","    76"," 19203","  3043","    49"," 12620","   401","  2314","    22"
"map00333.Prodigiosin.biosynthesis","   334","  1217","   562","  1743","   496","   535","   161","  1593","126582","177412","   165","   138","   253","    19","    49","    84","    56","    58","    30","    11","     6","   741","    44","   137","   311","  1389","    17","   267","    37","     4","  4497","    18","  1275","     6"," 27915","  1793","    19","   975","  1176","     6","  1036","  1105","   469","  1145","    92","   626","   986","   177","   129","    22","    28","  2157","   107","    50","  3440","    31"," 96714","    79","  2193","    24","  1102","    75","    13","  2981","   446","     6","  3429","   132","   501","     4"
"map00780.Biotin.metabolism","   697","  2159","  1339","  2456","   657","  2518","   737","  2993","179714","284475","   455","   243","   810","    44","   116","   146","    77","    93","    84","    15","    14","  2007","    67","   223","   466","  3086","    31","   482","    76","    19","  7097","    40","  3231","    14"," 71047","  2465","    38","  2399","  2597","    11","  1537","  1949","   914","  2897","   185","  1199","  1525","   260","   326","    44","    52","  5319","   166","    69","  8547","    59","129706","   124","  6105","    41","  3028","    97","    39","  8465","  1041","    19","  6652","   216","  1478","     5"
"map00523.Polyketide.sugar.unit.biosynthesis","  16683","  94523","  40378","  66762","  38550","  54316","  17214","  20983"," 202555"," 341909","    696","   1561","  10749","    646","   2765","   3058","   1760","    875","   1391","    529","    368","  23727","   1545","    559","   9187"," 240055","   1076","   3138","   2979","    840"," 286180","    223","  24429","    604"," 468805","  56580","    872","  90998","  74159","    620","  51036","  83994","  58383","  94008","   1121","  35142","   4017","    720","   7247","    658","   1157","  83145","    462","   1114","  46538","    388","1310234","    354"," 188161","   1082","  65799","    352","   1100","1039941","  14651","    544"," 202910","   2744","  11681","    353"
"map00230.Purine.metabolism","   3549","  25840","   7938","  11703","   5888","   5839","   4563","  37836","1272916","1308679","   3283","   1470","   3261","    200","    901","    726","    419","    510","    727","    112","    114","   6425","    395","    906","   3593","  36826","    213","   4251","    525","    122"," 148670","    121","  10775","    116"," 586376","  11848","    199","  12733","  20631","    107","  11104","  10772","   7597","  15921","   1336","   9427","   7122","   1448","   1850","    200","    330","  27603","    836","    260","  54929","    300"," 462031","    538","  87984","    243","  22883","    508","    268"," 116022","   4562","    134","  46020","    969","   7415","     67"
"map00362.Benzoate.degradation"," 2055"," 5015"," 2728"," 3683","  917"," 2278"," 1332"," 2489","17928","34333","   79","  202"," 1135","   39","  187","  152","  191","   41","  191","   45","   16"," 3013","   14","  114","  124"," 3528","   54","  367","   46","   18","16692","   19"," 2790","   28","43999"," 5044","   17"," 1455"," 5242","   22"," 4013"," 4275"," 2633"," 6183","  126"," 2230","  584","  101","  498","   27","   25"," 9091","   65","   25"," 5472","   49","13743","   60","12063","   54"," 8327","   60","   77","16638","  595","   19"," 9157","  132"," 2656","   17"
"map00550.Peptidoglycan.biosynthesis","   1412","  11155","   3079","   4056","   1833","   2538","   2077","  21941","1068940","1107990","   2719","    899","   1530","     64","    408","    482","    256","    387","    300","     40","     42","   2915","    342","    550","   3332","  23846","     84","   2318","    365","     37","  43491","     54","   4822","     52"," 361410","   4826","    156","   7019","   7955","     22","   6295","   4079","   3921","   7065","    862","   3683","   5155","   1062","    521","    134","    212","   9721","    456","    229","  39084","    207"," 383237","    422","  24969","     84","   8588","    394","    162","  33074","   3058","     46","  10992","    537","   3126","     31"
"map00121.Secondary.bile.acid.biosynthesis"," 10","  6","  0","  0","  0","  0","  0","  0","  0","  3","  0","  8","  0","  0","  1","  0","  7","  0","  0","  4","  0","  0","  0","  2","  0","347","  0","  0","  0","  1"," 73","  0"," 21","  0","  1","316","  0","  0","138","  0"," 39","291","  0"," 71","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0"," 83","  0"," 24","  0","  0","  0"," 11","  0","  0"," 88","  0","  0"," 26","  0","  1","  2"
"map00590.Arachidonic.acid.metabolism","  124","  450","  187","   72","    4","   69","  215","  125","10166","11014","  264","   40","  100","    4","    3","   30","    9","   36","   33","   17","   28","  328","   13","   11","   53","   87","   22","   77","    2","   22","  728","   44","  107","   25","10846","  376","    4","  192","  419","    4","  243","  475","  282","  933","   75","  303","  102","   36","   40","   36","   17","  561","   45","   11","  763","   20"," 5009","   13","  329","   19","  452","   25","    9"," 1335","   50","   35","  234","    6","   37","   14"
"map00740.Riboflavin.metabolism","  565"," 1524"," 1623"," 1586","  634","  660","  612"," 1821","72737","83553","  248","  129","  355","   10","   20","   83","   61","   43","  109","   10","   13","  909","   19","   68","  211"," 3417","   22","  617","   41","    6"," 7956","    3"," 1744","    9","37693"," 1302","   13"," 1087"," 2114","    7"," 1086"," 1443","  819"," 1376","  104","  830","  495","  103","  226","    9","   10"," 2950","   74","   25"," 5604","   29","26489","   58","11723","   31"," 2170","   26","    7"," 4980","  266","    5"," 3574","   88","  903","    8"
"map00983.Drug.metabolism...other.enzymes","   823","  6122","  2030","  3163","   976","  2127","   830","  6595","205082","237136","  1005","   368","   661","    32","   138","   138","   109","    85","   154","    35","    30","  1962","    70","   236","   711","  5105","    53","   914","    89","    29"," 33680","    54","  2306","    30","112267","  1821","    33","  3687","  5355","    16","  2499","  2541","  1644","  3868","   305","  3199","  1599","   287","   382","    49","    48","  6590","   214","    49"," 10933","    80"," 92058","    95"," 18868","    70","  6549","    97","    51"," 29802","  1151","    34","  8582","   116","  1692","    16"
"map00750.Vitamin.B6.metabolism","   502","  2690","   663","   247","   921","  1484","   653","  3739","137104","162773","   595","   253","   382","     7","    38","   111","    70","    40","    33","    14","    10","   867","    38","   110","   282","  2189","    28","   300","    55","    16"," 10399","    12","   735","    28"," 54083","   984","    22","  1585","  4268","     7","  1968","   957","   719","  2155","   165","   746","   929","   146","   156","    29","    39","  2584","    90","    33","  8875","    31"," 45270","    95"," 10297","    32","  3280","    45","    15","  9081","   194","    16","  4817","    80","  1035","     6"
"map00232.Caffeine.metabolism"," 56","  8","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  1","  0","  0","  0","  0"," 24","  0","  0","  0","  0","  2","  0"," 97","  0","  1","  0","  0"," 19","178","  0","  0","  0"," 89","140","  0","  0"," 11","  0","  0","  0","  0"," 36","  0","  0"," 10","  0","  0","  0","  0","  0"," 28","  0","  0","  0"," 29","  0"," 31","  0","  0","  0"
"map00330.Arginine.and.proline.metabolism","  1905","  8495","  4552","  6177","  3787","  4678","  1299","  6442","223829","281408","   485","   368","  1279","    88","   321","   292","   160","   104","   258","    64","    32","  3000","   127","   276","   558"," 13724","    90","   962","   173","    56"," 30725","    95","  5343","    38","226057","  4629","    40","  5157","  8874","    35","  4946","  3354","  5720","  7608","   512","  3580","  1507","   333","   649","    86","    97"," 14642","   199","    85"," 30379","    87"," 65888","   148"," 19417","   120","  6156","   147","   115"," 19095","  1207","    59"," 12517","   263","  3327","    41"
"map00410.beta.Alanine.metabolism","  829"," 2642"," 1837"," 3130","  946"," 2448","  436"," 1258","28610","73970","  146","  129","  753","   44","  146","  144","  169","   39","  137","   47","   19"," 2495","   56","   46","  143","14457","   30","  560","   63","   48"," 8514","   77"," 2076","   16","98096"," 2215","    8"," 2175"," 4107","   21"," 2511"," 2665"," 1771"," 4087","  229"," 1346","  790","  125","  374","   64","   32"," 7672","  191","   55","19945","   63","21153","   74"," 4923","   49"," 3249","   62","   59","10215","  730","   28"," 6837","   97"," 1623","   33"
"map00903.Limonene.and.pinene.degradation","  279","  864","  786"," 1337","  148","  725","  203","  744"," 9035","54638","  122","   97","  301","   14","   33","   79","   78","   33","   54","   28","   10","  860","   27","   27","   59"," 1161","   18","  306","   46","   34"," 2155","   68","  823","    9","85891"," 1113","    2","  916"," 1623","    7","  903","  967","  615"," 1944","  184","  275","  601","   65","  167","   45","   14"," 2903","   82","   38","17545","   40","17177","   40"," 1790","   14"," 1182","   49","   32"," 4176","  299","   20"," 3425","   51","  631","   19"
"map00981.Insect.hormone.biosynthesis","  129","  433","  371","  431","  105","  389","  112","  504"," 8693","53970","  118","   80","  132","   10","   21","   58","   37","   30","   41","   19","   10","  515","   27","   24","   59"," 1080","    8","  219","   46","   32"," 1652","   68","  533","    8","85587","  394","    0","  612","  522","    5","   77","   33","  289","  886","  175","   41","  539","   63","  113","   42","   12"," 1374","   57","   36","17246","   36","17126","   35","  782","   14","  491","   38","   21"," 3864","  233","   17"," 2837","   27","  220","   13"
"map00261.Monobactam.biosynthesis","   446","  3626","  1061","  1437","   417","   888","   301","  2893","121264","150321","   422","   154","   563","    31","    68","    82","    66","    72","    54","    13","    18","   834","    57","    70","   240","  5342","    36","   495","    63","     8"," 15909","    19","  1968","    13"," 59716","   950","    19","  1956","  2418","     3","  2280","  1554","   392","  2363","   172","   640","  1018","   151","   190","    40","    26","  3991","   139","    34","  7549","    68"," 44214","    75"," 20817","    61","  3869","    58","    30"," 13108","   636","    15","  4067","   122","   947","    10"
"map00250.Alanine..aspartate.and.glutamate.metabolism.","   3407","  17825","   5707","   8722","   4014","   4887","   2908","  26959"," 878888","1010837","   2622","   1098","   2670","    119","    588","    560","    406","    343","    566","     92","     71","   5471","    301","    742","   2315","  41277","    160","   3590","    371","     79","  92044","     97","   8006","    103"," 407097","  10363","    161","  10935","  13587","     58","   7482","   9880","   4542","  10823","   1123","   6092","   5534","   1004","   1228","    204","    255","  20138","    667","    218","  43564","    292"," 320507","    461","  62955","    238","  16128","    292","    145","  64424","   3966","     78","  24476","    796","   6478","     44"
"map00760.Nicotinate.and.nicotinamide.metabolism","  1103","  7265","  2690","  3430","  2256","  2029","  1342","  5397","229307","228020","   499","   347","  1203","    36","   219","   128","    86","   118","   220","    27","    31","  2264","    75","   161","   528","  7358","    44","  1196","   100","    21"," 32117","    27","  4010","    58"," 83991","  4859","    40","  3791","  5106","    30","  3216","  4681","  2499","  5612","   244","  2101","  1709","   315","   480","    40","    60","  8577","   203","    55"," 10588","    66"," 94241","   128"," 15051","    97","  4437","   113","    72"," 18819","   650","    32","  8593","   296","  2064","    17"
"map00627.Aminobenzoate.degradation","  506"," 1587","  913"," 1605","  912","  881","  349"," 1366","32040","29626","   48","   92","  388","   22","   55","   67","   35","   11","   59","    8","    2","  637","   18","   19","   67"," 1691","   30","  404","   19","    6"," 3098","    1","  791","    6","10556"," 1115","    6"," 1243"," 2425","   13"," 1468"," 2344","  896"," 1318","   46"," 1283","  236","   47","  216","   10","   11"," 2753","   18","   17"," 3334","    5","10086","   25"," 3106","   18"," 1540","   13","   82"," 1172","  318","    6"," 1782","   37","  795","    7"
"map00220.Arginine.biosynthesis","  1665","  9735","  3920","  3970","  1816","  2389","  1632"," 12971","346194","404064","  1399","   595","  1415","    66","   289","   279","   192","   166","   181","    55","    29","  2979","    91","   365","  1183"," 10619","    62","  1325","   175","    25"," 41514","    60","  4120","    50","193331","  6382","    58","  5250","  8002","    21","  3974","  5811","  2188","  6809","   560","  3991","  2454","   435","   660","   108","    81"," 10793","   332","    86"," 25014","   139","171849","   166"," 23949","    82","  6831","   164","   110"," 26047","  2129","    27"," 10161","   393","  3940","    23"
"map00643.Styrene.degradation","  517"," 1039","  753","  752","  746","  832","  116","  583","13108","14983","   31","    4","  227","    3","   37","   77","   29","   12","   30","    3","    0","   76","    3","    3","   64"," 1400","   17","  173","   18","    4"," 3793","    1","  646","    2"," 3334","  820","    3"," 1051"," 1212","    3","  671","  739","  621"," 1171","   36","  868","  266","   26","  138","    5","    9"," 1573","   25","   11"," 1354","   12"," 4907","   18"," 2452","   10","  514","   12","   20"," 2181","  318","    7"," 1086","   59","  751","    4"
"map00332.Carbapenem.biosynthesis","  158"," 1061","  218","  251","  332","  226","   42"," 1585","55938","56170","   97","   33","    8","   11","   44","   37","    8","   18","   13","    1","    0","   21","   22","   24","  133"," 1499","   10","   67","   25","    2"," 2306","    3","  222","    0","21055","  179","    7","  869","  774","    2","  836","  133","  182","  216","   74","  174","  138","   76","  105","    9","   23"," 1747","   15","    9"," 2027","   12","20830","    9"," 5493","    7","  438","   24","    0"," 2243","  126","    0","  412","   28","  492","    2"
"map00633.Nitrotoluene.degradation","  180","  321","  119","  559","   45","   87","   79","   66"," 3856","17147","   31","   19","   65","    2","    9","   10","    8","    6","    8","    3","    0","   52","    1","   57","   26","   47","    5","   71","   12","    2"," 1846","    4","  267","    2","28531","  423","    2","  252","  346","    1","   71","  130","  107","  617","   49","   51","   38","   30","   37","    4","    2","  706","   36","    7"," 1051","    8","12809","    7","  923","   21","  154","   25","    5"," 2110","   12","    3","  604","   32","   35","    0"
"map00920.Sulfur.metabolism","  2349","  6015","  2606","  4700","  2372","  2466","  1435","  4364","131687","160226","   393","   304","  1349","    65","   201","   286","   134","    60","   203","    28","    23","  2756","    92","   104","   161","  5655","    49","  1466","    89","    19"," 11392","    24","  4362","    30"," 83656","  4108","    42","  4327","  5554","    18","  5104","  5375","  3647","  5823","   245","  2276","  1066","   177","   541","    39","    53","  9876","   241","    33","  8209","    71"," 50850","   120"," 18086","   118","  5409","    87","   102","  7293","   771","    29","  5409","   184","  2774","    11"
"map00440.Phosphonate.and.phosphinate.metabolism"," 295"," 909"," 480"," 291","  36"," 317"," 112"," 269","3372","3970","   8","  23","  85","   8","  83","   4","  19","   3","  18","   2","   1"," 411","   3","   5","  29"," 588","   6","  81","   0","   3"," 575","   2"," 593","   1","1241"," 239","   2"," 326"," 600","   0"," 245"," 211"," 281"," 741","   5"," 290","  73","   9"," 134","   4","   0","1316","   8","   1"," 362","   1","1934","   2","1121","   3","1041","   5","   3"," 161"," 168","   4"," 533","  33"," 430","   0"
"map00240.Pyrimidine.metabolism","  2568"," 14326","  4714","  7550","  4634","  3633","  2956"," 28018","897633","953773","  2191","   957","  2014","   120","   543","   509","   305","   426","   349","    94","    75","  4349","   329","   657","  2302"," 28900","   149","  2262","   367","    55"," 75389","    87","  6118","   116","415562","  7207","   159","  8412"," 11606","    62","  7308","  7114","  4527","  9180","   921","  5576","  5535","  1058","   939","   178","   226"," 18894","   660","   212"," 41507","   199","342305","   402"," 50311","   163"," 16181","   393","   109"," 59194","  3439","    80"," 22119","   568","  4760","    56"
"map00100.Steroid.biosynthesis","  53"," 130","  37","  67","  29","  78","  71","   0","  61","  47","   0","   5","  53","   2","   3","   8","   3","   0","   4","   4","   0","  33","   3","   2","  24","1606","   0","   5","   2","   0","  10","   2","  10","   0","  49"," 188","   0","  77"," 365","   0","  77"," 144"," 109","  47","   1"," 367","  38","   2","   3","   6","   2"," 470","   0","   3","  28","   1","  42","   2"," 119","   0","  64","   1","   0","  15","   2","   3","   4","   0","   0","   0"
"map00860.Porphyrin.metabolism","  2065","  8924","  6143","  5926","  3804","  4784","  1703","  3385","101352","182901","   370","   378","  1751","    45","   215","   218","   222","    59","   257","    42","    20","  3721","    91","   184","   136","  5955","   107","  1804","    91","    29"," 24490","    27","  4875","    56","133279","  7170","    39","  4403"," 12554","    37","  5597","  7472","  4180","  9519","   308","  2809","  1323","   266","   865","    45","    51"," 14872","   313","    60"," 10462","    82"," 55591","   137"," 30336","   116","  7249","   124","   128"," 12490","   763","    32","  9898","   202","  3025","    27"
"map01053.Biosynthesis.of.siderophore.group.nonribosomal.peptides","  231","  917","  520"," 1110","  603","  958","  352","  544","25690","28079","   12","   74","  188","    4","  123","   32","   19","   19","   57","    0","    1","  463","    6","    4","    9","  377","   64","  147","    9","    3"," 8349","    1","  680","   11"," 4686"," 1362","    1","  906","  998","    7"," 1012"," 1160","  191"," 1293","   12","  837","  203","   37","  121","    4","   11"," 2166","    3","    4","  758","   69"," 3148","    9","55864","   66"," 2317","    4","    0","  801","   85","    5"," 1447","   32","  238","    7"
"map00361.Chlorocyclohexane.and.chlorobenzene.degradation"," 479"," 234","  99"," 918"," 120"," 422"," 229"," 357","1059","5320","   8","   2"," 102","   5","  36","  43","   4","   3","  19","   2","   0"," 112","   1","   7","  54"," 222","  10","  40","   8","   2"," 205","   2"," 339","   2","1497"," 508","   1","  73"," 357","   6"," 369"," 296"," 276","1146","  10"," 233"," 182","   6","  87","   2","   6","1245","   5","   2"," 488","   8"," 775","  19","1121","   0"," 967","   5","   3"," 107","  97","   2"," 403","  32"," 195","   0"
"map00364.Fluorobenzoate.degradation"," 293","  61"," 105"," 523"," 138"," 236"," 216"," 382","  42","   6","   5","   3","  94","   4","  25","   5","  30","   2","  51","   0","   0","  40","   0","   7","   4","  85","   3","  22","   5","   1"," 129","   2"," 138","   0"," 368"," 591","   1","  30"," 134","   4"," 393"," 219"," 212"," 718","   2"," 321","  77","   2","  61","   2","   4","1093","   3","   4"," 365","   1","  71","  18"," 389","   0"," 779","   4","   2","  80","  63","   1"," 259","  28","  29","   2"
"map00401.Novobiocin.biosynthesis","  455"," 1251","  435"," 1155","  522","  537","  293"," 2074","51321","51203","   87","   88","  169","    5","   39","   60","   18","   15","   24","   12","    3","  484","   24","   54","  216"," 1146","   21","  280","   16","    3"," 3839","   10","  829","    5","23404","  733","    4","  193"," 1896","    2"," 1231"," 1093","  339"," 1213","   72"," 1289","  198","   48","   63","   11","   16"," 2198","   31","    4"," 2661","   14","12455","   15"," 4425","    5"," 1137","   22","    1"," 3091","  224","    6"," 1404","   54","  317","    6"
"map00592.alpha.Linolenic.acid.metabolism"," 284"," 715"," 307"," 644"," 176"," 230"," 215"," 149"," 127"," 631","   6","   6"," 238","  10","  28","  31","  46","   0","  21","   6","   3"," 722","   0","  11","  21"," 747","   8","  34","   0","   5"," 263","   1","  33","   5"," 211"," 379","   2"," 216","1103","   2"," 542","1149"," 238"," 793","   7"," 497","  67","   5","  52","   4","   7","2094","   2","   3"," 314","   4","   1","   1"," 911","   4"," 555","   5","   2"," 190"," 128","   1"," 327","  50"," 222","   3"
"map01040.Biosynthesis.of.unsaturated.fatty.acids","  48"," 416"," 377"," 822"," 709"," 193","  28","1011","3525","4072","   4","  13"," 172","  12","  30","  17","  11","   2","   3","   7","   3"," 462","   4","   3","  47"," 788","   5"," 143","   3","   6","2148","   3"," 283","   5","2491"," 317","   0"," 458","1298","   2"," 655"," 540","  30"," 812","  13"," 412","  78","   5"," 111","   6","   7","2004","   3","   7"," 668","   3"," 384","   0"," 756","   7","1080","   5","   8"," 751"," 125","   0","1136","  60","  65","   4"
"map00190.Oxidative.phosphorylation","  7034"," 25862"," 17487"," 22484"," 11800"," 15868","  6037"," 25047","719365","776493","  2904","  1639","  5036","   213","   997","   733","   575","   487","   574","   196","   100","  9532","   318","   717","  3035"," 28958","   373","  3402","   324","   138"," 80079","   186"," 16043","   218","411788"," 19626","   186"," 19939"," 32559","   116"," 17120"," 27229"," 19602"," 30169","  1233"," 11657","  6535","   960","  2806","   261","   263"," 42975","  1000","   202"," 41900","   371","258126","   446"," 97165","   487"," 19046","   351","   246"," 65979","  4963","   134"," 27972","   851","  9193","   111"
"map00430.Taurine.and.hypotaurine.metabolism","   489","  3615","   625","   944","   617","  1151","   549","  3156","167295","190874","   374","   218","   477","     9","   191","   120","   111","    53","   132","    10","     8","   572","    48","   119","   507","  4583","    30","   593","    77","    17"," 20015","    13","  1811","    27"," 94136","  1453","    24","  1592","  1572","    10","  1081","  1817","   703","  2085","   233","  1464","   760","   154","   349","    13","    32","  3731","   114","    49"," 12215","    43"," 78707","    70","  4815","    22","  2824","    75","    12","  7564","   607","    14","  3443","   114","   427","     4"
"map00910.Nitrogen.metabolism","  2281"," 11625","  3781","  4243","  3253","  3085","  2069"," 12684","400118","481535","  1381","   537","  1466","    58","   312","   276","   195","   186","   311","    45","    37","  2575","   126","   405","   899"," 11404","   100","  1671","   211","    36"," 53581","    62","  4977","    75","235300","  5971","    83","  5919"," 11138","    22","  4307","  6233","  2833","  6725","   547","  3984","  2642","   499","   708","    99","   110"," 11895","   322","    93"," 27572","   142","145441","   239"," 32172","   107","  7897","   162","   132"," 32580","  2312","    27","  9609","   383","  3553","    22"
"map00470.D.Amino.acid.metabolism","   914","  5576","  1630","  1962","  1269","  2060","   883","  6373","296594","304063","   688","   344","   886","    46","   192","   157","   105","   113","   106","    20","    26","  1860","    97","   191","   675","  6584","    40","   637","   110","    10"," 17648","    22","  3228","    24","134613","  1684","    52","  2497","  5497","     8","  1866","  2310","  1178","  3068","   325","  1403","  1272","   277","   335","    59","    64","  6497","   126","    48"," 14536","    54"," 84074","   131"," 12209","    64","  5480","   121","    37"," 14134","  1069","    22","  5012","   229","  1707","    15"
"map00311.Penicillin.and.cephalosporin.biosynthesis","   28","  207","  115","  661","   84","  404","   77","  221","13192","13599","   51","   24","   58","    2","    5","   11","   10","    3","    1","    4","    1","  230","   10","    9","   10","  109","    4","   60","   14","    1","  840","    0","  103","    1"," 3337","  993","    2","   90","  218","    2","  201","  276","   36","  516","    8","  362","   99","    3","   36","    1","    1","  492","   10","    2","  364","    6"," 4862","   10","  154","    6","   97","    3","    2","  779","   64","    0","  294","    8","  421","    0"
"map00950.Isoquinoline.alkaloid.biosynthesis","  168","  734","  223","  589","  656","  356","  189","  864","12491","14879","   50","   40","  128","   16","   12","   22","   21","   12","   11","   10","    3","  282","   11","   13","   21","  307","   12","   96","   12","    2"," 2539","    7","  318","    3","14289","  327","    7","  583","  809","    2","  603","  390","  372","  654","   39","  703","  124","   24","   31","    6","    6"," 1244","   19","    0"," 1230","    5"," 3766","    2"," 1290","   13","  816","   13","    0"," 2381","   26","    3","  737","   38","  162","    0"
"map00960.Tropane..piperidine.and.pyridine.alkaloid.biosynthesis.","  471"," 1478","  391"," 1081","  592","  755","  256"," 1166","16558","20302","   57","   75","  189","   10","   27","   53","   25","    4","   24","    9","    3","  462","   15","   15","   77","  804","   20","  389","   17","    2"," 3021","    8","  745","    5","15395","  516","    5","  380"," 1624","    2"," 1311"," 1258","  599"," 1062","   41"," 1202","  146","   27","   44","    8","    8"," 2242","   18","    5"," 1845","   11"," 4381","   18"," 3257","   14"," 1225","   16","    0"," 2625","  136","    4","  990","   43","  575","    4"
"map00908.Zeatin.biosynthesis","   15","  148","    2","  151","   86","   87","   65","  377","11756","12717","   40","    9","   47","    4","    8","   13","    6","    2","   12","    0","    2","  100","    6","    8","   18","  179","    0","    6","    2","    0"," 1002","    2","   89","    0"," 4551","    2","    2","  319","  333","    0","  443","   22","   10","   79","   15","    4","  110","   11","   22","    3","    4","  409","   14","    2","  760","    2"," 3127","    4","  725","    2","  207","    4","    0","  230","   36","    0","  343","    2","   22","    0"
"map00670.One.carbon.pool.by.folate","   878","  7085","   915","  2677","  1347","  2130","   566","  6435","318303","324231","   621","   248","   555","    43","    99","   172","   111","   102","   121","    20","    22","  2220","    97","   177","   723","  9985","    54","   831","   127","    32"," 44323","    30","  2031","    13","129822","  1747","    65","  2391","  4436","    32","  2904","  3849","  1615","  4303","   293","  2531","  1262","   392","   405","    43","    59","  8557","   189","    68"," 15219","    58"," 96267","   131"," 14454","    52","  5108","    94","    55"," 23831","  1094","    28"," 11702","   256","  1383","    24"
"map00130.Ubiquinone.and.other.terpenoid.quinone.biosynthesis","  606"," 2239"," 1431"," 1401","  766"," 1561","  832"," 2207","35705","49063","   58","  156","  536","    7","   77","  100","  112","   34","   57","   11","   17"," 1167","   15","   40","   50"," 1756","   25","  782","   18","   12"," 7537","   13"," 1796","   17","17196"," 2470","   10"," 2417"," 3872","   13"," 1794"," 2178"," 1459"," 1380","   45"," 1498","  321","   41","  161","    8","   23"," 4271","   54","    6"," 2401","   23","10952","   55"," 9067","   32"," 2884","   22","   14"," 4986","  544","   14"," 3505","  106"," 1005","    4"
"map00450.Selenocompound.metabolism","   843","  6288","  2434","  4197","  1517","  2374","  1307"," 11895","334896","383395","  1037","   375","   926","    40","   221","   177","    75","   118","   107","    34","    16","  1922","   120","   235","  1025"," 13566","    60","  1484","   148","    31"," 27835","    53","  3103","    37","201665","  2155","    60","  3806","  5061","    28","  2951","  2304","  2684","  3795","   456","  2336","  2160","   418","   392","    61","    77","  7161","   257","   100"," 19468","    87","129329","   146"," 20038","    81","  5021","   149","    62"," 27769","  1740","    32","  8949","   357","  1928","    20"
"map00624.Polycyclic.aromatic.hydrocarbon.degradation","  31"," 249"," 118"," 199","  86"," 248","  21"," 149","   5","  10","   5","  37","  71","   2","   8","  23","   6","  10","   4","   7","   5"," 207","   0","   0","   0"," 109","   0"," 101","   4","   2","  84","   0"," 241","   3"," 112","  37","   0"," 313"," 612","   1"," 106"," 182","  81"," 629","   0"," 227","  21","   0","  25","   5","   2","1059","   0","   2","  75","   2"," 165","   8"," 293","   6"," 106","  10","   0","   2","  49","   0"," 720","   0"," 163","   0"
"map00621.Dioxin.degradation","  32"," 162"," 112","  58","  94"," 122","  69","  66"," 813","2043","   5","  28","  49","   2","   4","  36","   4","   0","   4","   8","   9"," 353","   4","  17","   7"," 284","   0"," 113","   3","   0"," 444","   0"," 198","   2","2588"," 739","   3"," 208"," 295","   2"," 286"," 385"," 129"," 270","   7","  43","  18","  19","  60","   3","   1"," 473","   0","   2"," 305","   2"," 882","   7"," 342","   3"," 608","   6","   4"," 231","   0","   0"," 631","   2","  97","   0"
"map00965.Betalain.biosynthesis"," 51"," 14"," 10"," 25"," 80"," 72","  2"," 58"," 48","190","  0","  4"," 58"," 10","  0","  8","  4"," 12","  9","  4","  0","  0"," 12","  0","  0","  0","  4","  4","  0","  0"," 12","  0"," 61","  0"," 15","  0","  2","357","194","  0","  0"," 76"," 26"," 93","  0"," 23"," 29","  0"," 10","  2","  0","214","  0","  0","  2","  0","  0","  2","115","  1","  3","  0","  0"," 31","  0","  0","  0","  0","  0","  0"
"map00591.Linoleic.acid.metabolism","  2","191"," 52","  0","128","  0"," 90","185","  0"," 70","  2","  5"," 62","  0","  2"," 10"," 15","  0","  0","  0","  0","150","  0","  2","  1","  0","  0","  4","  0","  0"," 23","  0"," 11","  0"," 75"," 67","  0","  7","581","  3","  8","534","143"," 56","  3","300","  0","  4","  0","  0","  0","  0","  0","  2","110","  1","  0","  0","144","  0"," 85","  0","  0","  0","  0","  0","  0","  0","  7","  0"
