"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL","UA","BAL","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","UA","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL"
"K08730..PTDSS2..phosphatidylserine.synthase.2..EC.2.7.8.29.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K08744..CRLS..cardiolipin.synthase..CMP.forming...EC.2.7.8.41."," 88","262"," 57"," 46"," 86"," 19","  0","179","375","419","  1","  6","  8","  1","  0","  0","  2","  1","  2","  0","  0","  0","  0","  0","  1","  4","  0","  0","  0","  0"," 88","  4"," 71","  1","326"," 21","  0"," 79","167","  0"," 21"," 80"," 55","  6","  5","  0"," 32","  2","  7","  0","  0"," 36","  0","  0"," 94","  2","148","  9"," 43","  0"," 27","  0","  0"," 71","  3","  0","115","  2"," 27","  0"
"K13333..PLB..lysophospholipase..EC.3.1.1.5."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","17","94"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","60"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"
"K13511..TAZ..monolysocardiolipin.acyltransferase..EC.2.3.1...","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K13535..CLD1..cardiolipin.specific.phospholipase..EC.3.1.1...","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0"
"K13621..BTA1..betaine.lipid.synthase"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","75"," 0"," 0"," 0"," 0"," 0","72"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 6"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K13622..btaA..S.adenosylmethionine.diacylglycerol.3.amino.3.carboxypropyl.transferase","  0"," 10","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","147","  2","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0"," 46","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K13623..btaB..S.adenosylmethionine.diacylgycerolhomoserine.N.methlytransferase"," 10","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0"," 28","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","150","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46","  0"," 31","  0"
"K14286..AGXT2L1..ETNPPL..ethanolamine.phosphate.phospho.lyase..EC.4.2.3.2..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K14676..NTE..NRE..lysophospholipid.hydrolase..EC.3.1.1.5.."," 5"," 0"," 0"," 0"," 0"," 0","19"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 3"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 2","16"," 5"," 0"," 1"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 0","15"," 0"," 1"," 0"," 0"," 1"," 2"," 2"," 2"," 0"," 0"," 0","26"," 1"," 0"," 0"," 0"," 2"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 1"
"K16342..PLA2G4..CPLA2..cytosolic.phospholipase.A2..EC.3.1.1.4..","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3"," 22","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","300","  0","  2","  0","  0","  0","  0","  0","  0","  4","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K16368..DGK1..diacylglycerol.kinase..CTP...EC.2.7.1.174."," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K16369..CHO2..phosphatidylethanolamine.N.methyltransferase..EC.2.1.1.17."," 0"," 7"," 0"," 0"," 0"," 0"," 0","14"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0","56"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K16817..PLA2G16..HRAS.like.suppressor.3..EC.3.1.1.32.3.1.1.4.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K17104..E2.5.1.41..phosphoglycerol.geranylgeranyltransferase..EC.2.5.1.41.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K17105..E2.5.1.42..geranylgeranylglycerol.phosphate.geranylgeranyltransferase..EC.2.5.1.42."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","31"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K17717..pld..phospholipase.D..EC.3.1.4.4."," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","80"," 0"," 0"," 0"," 0"," 7"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K17830..GGR..digeranylgeranylglycerophospholipid.reductase..EC.1.3.1.101.1.3.7.11.","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","261","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 31","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K18694..PGC1..phosphatidylglycerol.phospholipase.C..EC.3.1.4...","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K18696..GDE1..glycerophosphodiester.phosphodiesterase..EC.3.1.4.46.","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0"
"K18697..pgpC..phosphatidylglycerophosphatase.C..EC.3.1.3.27.","  0","  0","  0"," 15","  0","  4","  0"," 37"," 30","  0","  0","  6","  1","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","160","215","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 61","  0","  0","  0"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K19664..carS..CDP.2.3.bis..O.geranylgeranyl..sn.glycerol.synthase..EC.2.7.7.67.."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","46"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K22389..LCAT3..phospholipase.A1..EC.3.1.1.32.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00009..mtlD..mannitol.1.phosphate.5.dehydrogenase..EC.1.1.1.17."," 40","  0","  0","  0","  0"," 10","  1","  0","222","288","  0","  0","  5","  6","  0","  0","  0","  0","  0","  0","  0","  0","  1"," 12","  0","360","  0","  2","  2","  0"," 62","  0","182","  2","676"," 30","  0","173"," 19","  0","  9"," 97"," 50","  0","  6","  0","  0","  1"," 32","  0","  2"," 28","  0","  2"," 82","  0"," 30","  0","227","  9","123","  4","  0"," 66","  0","  0","  3","  0","  1","  0"
"K00045..E1.1.1.67..mtlK..mannitol.2.dehydrogenase..EC.1.1.1.67..","  0","378","  4","  0","  0","  0","  0","  0","103","  0","  0","  0","  0","  6","  1","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0"," 29","  0","  0","  0","  0","  0","  0"," 38","  0","  8","326","  0","  0","  5","  0"," 25"," 44","  1","  0","  0","  0","  0","  2","  1","  0","  0"," 26","  0","  0"," 55","  0","  0","  0","  0","  0"," 60","  0","  0","  0","  0","  0","  2","  0","  0","  0"
"K00066..algD..GDP.mannose.6.dehydrogenase..EC.1.1.1.132.","  0","  0","  0","  0","  0","  2"," 44","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 44","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","219","  0","  0","  0","  0","  0","  0","171","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K00068..srlD..sorbitol.6.phosphate.2.dehydrogenase..EC.1.1.1.140.","   5","  91","  62","   0","   0","   0","   2","   2","3209","2149","   0","   0","  16","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 425","   0","   2","   2","1098","   0","   0","   0","   0","   0","   1","  24","   0","   0","   4","   1","  14","   0","   2","   0","   1","   0","   0","   1","   2","   1"," 124","   0","  28","   0","  94","   0","   0"," 523","   0","   0","  54","   0","   1","   0"
"K00846..KHK..ketohexokinase..EC.2.7.1.3.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00847..E2.7.1.4..scrK..fructokinase..EC.2.7.1.4..","   99","  464","  120","   90","   98","   15","   12","  319","10156"," 9885","   32","   26","   39","    2","    4","    3","   12","   14","    7","    3","    1","   56","    4","    0","   37"," 2825","    0","   56","   11","    0"," 2648","    2","   24","    2"," 5221","  312","    6","    4","  629","    3","  147","  130","  117","  151","   10","   10","   53","   14","   21","    2","    6","  492","   17","    1","  569","    6"," 2957","    4","  386","    2","  141","    7","   10"," 3303","    0","    2"," 1122","   11","   44","    4"
"K00881..alsK..allose.kinase..EC.2.7.1.55.","  0"," 85","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 18","  0","  0","  0","  0","  0","  0","  0","191","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0"
"K00882..fruK..1.phosphofructokinase..EC.2.7.1.56.","   32","  210","  123","   80","  199","   46","    8","  419","17993","15910","   26","    8","    3","    0","    4","    6","    1","    5","   32","    0","    3","    2","    0","    0","   11","  819","    0","    7","    5","    1"," 2220","    1","   33","    0"," 6541","   28","    0","  141","    1","    0","  100","  424","   17","    1","   10","    5","   32","   17","    2","    0","    4","  226","    6","    2","  215","    4"," 6308","    7","  741","    0","  195","    6","   11"," 1389","   37","    0","   84","    0","    7","    0"
"K00900..E2.7.1.105..PFK..6.phosphofructo.2.kinase..EC.2.7.1.105.."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","65","50"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"K00966..GMPP..mannose.1.phosphate.guanylyltransferase..EC.2.7.7.13.","   0","   0","   0","   0","   0","   0","   2","  14"," 262"," 937","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","  40","   0","   0","   0","   0","  94","   0","   0","   0","   0","   0","   1","   0","   0","   0"," 179","  68","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  36","   3","   3","   1","2561","   0","   4","   0","   0","  14","   0","   0","   0","   0","   0","   0"
"K00971..manC..cpsB..mannose.1.phosphate.guanylyltransferase..EC.2.7.7.13..","   23","  298","    0","    3","  124","    0","   53","   61"," 8136","10053","    0","    5","   20","    8","    0","   16","    0","    0","    2","    2","    0","   82","    0","   16","    1","    6","    0","   28","    5","    0"," 2545","    0","   55","    4"," 3837","  122","    0","  204","   23","    0","    0","    1","   43","  412","    7","   60","   26","    6","   18","    0","    2","  232","   19","    0","  209","    3","  761","    8","  283","    0","  224","    0","    6","  707","   60","    0","  206","   12","   49","    0"
"K01103..PFKFB3..6.phosphofructo.2.kinase...fructose.2.6.biphosphatase.3..EC.2.7.1.105.3.1.3.46..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K01218..gmuG..mannan.endo.1.4.beta.mannosidase..EC.3.2.1.78.."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0","19"," 0"," 0"," 0"," 0"," 0"," 0"," 0","53"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","52"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","20"," 0"," 0"," 0"," 0"," 0"," 0"
"K01711..gmd..GMDS..GDPmannose.4.6.dehydratase..EC.4.2.1.47..","  16"," 248"," 108"," 600","  74"," 279"," 108","  87"," 533","1173","   8","   1","  10","   4","   0","   4","  14","   0","   2","   1","   4"," 160","   2","   0","   1","  19","   1","  51","   2","   1"," 180","   0"," 190","   1","1014"," 201","   3"," 299"," 290","   0"," 254"," 225"," 225"," 538","   6","  89","   7","   0","  10","   0","   1"," 871","  10","   0"," 735","   3"," 272","   2","  53","   1","  62","   0","   0"," 197","  54","   0"," 369","  18","  54","   2"
"K01729..algL..poly.beta.D.mannuronate..lyase..EC.4.2.2.3.","  3","  0"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 31","  0"," 11","  0","  5","  0","  0","  0"," 98","  0","  0"," 13","  0","280","  0"," 44","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"K01795..algG..mannuronan.5.epimerase..EC.5.1.3.37.","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","236","  0","  0","  0","  0","  0"," 24","  0","  0","  0","170","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","204","  0","  0","  0"
"K01808..rpiB..ribose.5.phosphate.isomerase.B..EC.5.3.1.6.","   3","   0","   0","  79","  11","  85","  62","  45","4488","4365","   9","   2","   2","   0","   0","   2","   0","   2","  12","   0","   0","   1","   0","  14","   0","   3","   0","   1","   3","   4","1493","   0","  86","   2","3759","   0","   0","  88","  19","   0"," 156","   0","   0","   0","  16","   0","  95","   7","  12","   0","   0","   1","   0","   0"," 229","   2","1680","   3","1762","   2"," 163","   4","   0"," 640","  24","   0","  26","   8","   1","   0"
"K01809..manA..MPI..mannose.6.phosphate.isomerase..EC.5.3.1.8..","  129"," 1023","   69","   28","  106","   42","   87","  117"," 9590","11162","   25","   10","   35","    0","    0","   13","    1","    2","   12","    0","    0","    4","    3","    0","   60","  402","    3","   22","    2","    0","  417","    0","   56","   10"," 4544","   86","    2","  217","  454","    3","   82","  150","   80","  276","   10","    7","  106","    8","    8","    4","    6","  217","   15","    2","  540","    5"," 3783","    5","  967","    5","  577","    4","    1","  135","    0","    4","  255","   16","   90","    0"
"K01813..rhaA..L.rhamnose.isomerase..EC.5.3.1.14.","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 46","  0","  0","  4","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0"," 34","  0","199","  0","  0"," 80","  0","  0","  0","  0","  3","  0"," 67","  0","  0","  0"," 70","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","113","  0","  1","  0","  0","  0","  0","  0","  0","  0"," 97","  1"
"K01840..manB..phosphomannomutase..EC.5.4.2.8.","    6","  728","   33","   93","    3","  170","  121","  386","14317","15495","   22","   48","    4","    0","   20","   13","    8","    5","    8","    2","    4","   10","    1","    2","    8","  158","    3","  122","    9","    0"," 4159","    0","  416","    2"," 8004","  396","    4","  272","  250","    4","  133","  411","   34","   45","    8","  500","   15","   37","   17","    2","    0","  608","   34","    2","  512","    6"," 1525","    8"," 4378","    2","  445","    3","    0"," 1638","    4","    0"," 1000","   11","  521","    0"
"K02377..TSTA3..fcl..GDP.L.fucose.synthase..EC.1.1.1.271..","  0","  0"," 16","100"," 15"," 21","  5","  0","364","314"," 12","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  0"," 56","  0","  5","  0","299"," 12","  0","  0","  0","  3","  0"," 22","  0","101","  3"," 12","  0","  0","  2","  0","  0","  0","  0","  2"," 26","  2","180","  6","  0","  0"," 53","  0","  0"," 16","  0","  0","190","  0"," 21","  1"
"K02768..fruB..fructose.PTS.system.EIIA.component..EC.2.7.1.202.","   0","   0","   0","  33","   0","   0","   0","   0"," 448"," 476","   2","   0","  36","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   2","   0","   2","   0","   2","   3","   1","1912","   0","  37","   0"," 954","   0","   0","   0","   2","   0","   0","   2","   1","  27","   2","   0","   0","   0","   2","   0","   0","   1","   3","   2","  98","   0"," 950","   6"," 222","   0","   0","   4","   0","1035","   0","   0","   3","   2"," 136","   0"
"K02769..fruAb..fructose.PTS.system.EIIB.component..EC.2.7.1.202."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 0"," 0"," 0"," 0"
"K02770..fruA..fructose.PTS.system.EIIBC.or.EIIC.component..EC.2.7.1.202.","    2","  766","   88","  308","  146","    0","   43","  736","35459","27600","   49","   47","  168","    2","   34","   20","    0","   19","    2","    8","    0","  215","    9","   26","   40"," 1878","    8","  125","    5","    2"," 2985","    2","  344","    0","11077","  508","    6","  162"," 1177","    0","  269","  369","    5","    5","   94","  358","  173","   55","   42","    6","    8","  762","   26","    5","  663","    4","13157","   11","  740","    8","  910","   17","    2"," 2306","  195","    1","  305","   18","  158","    5"
"K02771..levG..fructose.PTS.system.EIID.component","  0","  0","  0","  0","  2","  0","  0","  0","269","394","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 54","  0"," 30","  0","748","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","355","  0","  0","  0","  0","  0","  0"," 61","  0","  0","  0","  0","  0","  0"
"K02781..srlB..glucitol.sorbitol.PTS.system.EIIA.component..EC.2.7.1.198.","  42","  83","  72","   0"," 187","   2","  25","   3","1435","1906","   1","   0","   0","   0","   4","   0","   0","   4","   6","   0","   0","   0","   0","   0","   0","  32","   0","   2","   0","   0"," 287","   0","  36","   0"," 142","  38","   0","   0"," 101","   0","   0","   0","   0","   0","   0","   0","  29","   2","   1","   1","   0","  87","   2","   0","   0","   0","  62","   1","   0","   0","   0","   0","   0","  65","   0","   0","   0","   0","   4","   0"
"K02782..srlE..glucitol.sorbitol.PTS.system.EIIB.component..EC.2.7.1.198.","   0"," 235","   0","   2","   0","  68","  23","   8","5300","4190","   4","   0","  72","   0","  22","   0","   8","   0","   6","   0","   0"," 441","   8","   2","   0","   1","   1","  58","   1","   0"," 343","   0","   3","   0"," 260","   0","   0","   2"," 225","   0","  25","   0","   0","   1","   0","  46","  17","   0","   9","   2","   2"," 167","   1","   0","   3","   0"," 114","   7","  40","   2","  95","   0","   0"," 203","   0","   0"," 202","   3","   0","   0"
"K02783..srlA..glucitol.sorbitol.PTS.system.EIIC.component","   9"," 121","   9","  74","   0","   0","   0","   4","1601","1426","   0","   0","   0","   0","  10","   0","   2","   1","   6","   0","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","  99","   0","   0","   0","  37","   0","   0","   0","  72","   0","   0","   0"," 111","   1","   0","   0","   0","   0","   0","   0","   1"," 114","   0","   0","   4","   0","  74","   2","   1","   0","   0","   0","   0","   0","   0","   2","   4","   0"," 200","   0"
"K02793..manXa..mannose.PTS.system.EIIA.component..EC.2.7.1.191.","  27"," 171","   0","   0","   1","   0","   0","   4"," 967"," 683","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 104","   0","   1","   2","   0"," 218","   0","   2","   0","2010","   2","   0","  86","   2","   0","   0","   0","   0","  92","   5","   1","   0","   4","   0","   0","   0","   0","   0","   0","   1","   0"," 186","   0"," 331","  17"," 168","   2","   0","  88","   0","   0"," 215","   0","   2","   0"
"K02794..man.mannose.PTS.system.EIIAB.component..EC.2.7.1.191.","    0","  353","    4","    2","    6","   66","   71","  267","16446","15291","   55","    2","   30","    0","    8","   25","    6","   11","    0","    0","    0","    4","    3","   22","  168"," 2117","    1","    4","    4","    0","  569","    0","    9","    3","14537","    0","    4","  142","  109","    0","  109","    2","   27","  289","   25","    5","  102","   30","   35","    2","    3","    8","    8","   10","  636","    8","11513","    4","  217","    2","  117","    5","    0","  390","   28","    0","   16","   16","    8","    0"
